RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_TIME_USE_PURPS_RN1_VALUE,LSR_TIME_USE_PURPS_RN2_VALUE,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE,INTRST_LSR_ACT_RN1_VALUE,INTRST_LSR_ACT_RN2_VALUE,INTRST_LSR_ACT_RN3_VALUE,INTRST_LSR_ACT_RN4_VALUE,INTRST_LSR_ACT_RN5_VALUE
348124,20240221,M,20대,전라남도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,3,8,90.00000,0.00000,0.00000,10.00000,0.00000,게임,산책-걷기,낮잠자기,음악-라디오 감상,온천-사우나-찜질방
360310,20240221,M,20대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,대인 관계-교제를 위해,3,6,20.00000,30.00000,20.00000,30.00000,0.00000,낮잠자기,영상 컨텐츠 시청,음악-라디오 감상,SNS -인터넷 커뮤니티 활동,가족-친지 만남
361156,20240221,M,20대,서울특별시,300만원 미만,자기만족-즐거움을 위해,건강 관리를 위해,2,8,10.00000,10.00000,30.00000,50.00000,0.00000,영화관 관람,종교활동,쇼핑,음악-라디오 감상,친구-이성친구 만남
388978,20240221,M,20대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,5,5,100.00000,0.00000,0.00000,0.00000,0.00000,영상 컨텐츠 시청,산책-걷기,낮잠자기,없음,없음
392715,20240221,M,20대,인천광역시,700만원 이상,남는 시간을 보내기 위해,자기 계발을 위해,8,12,25.00000,25.00000,50.00000,0.00000,0.00000,맛집-카페 탐방,없음,없음,없음,없음
401179,20240221,M,20대,대구광역시,무응답,스트레스 해소를 위해,자기 계발을 위해,10,10,20.00000,30.00000,30.00000,20.00000,0.00000,영상 컨텐츠 제작,산책-걷기,만화책 보기,독서,게임
402134,20240221,M,20대,서울특별시,무응답,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,4,5,30.00000,10.00000,10.00000,50.00000,0.00000,국내 여행,없음,없음,없음,없음
421376,20240221,M,20대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,3,10,50.00000,15.00000,5.00000,30.00000,0.00000,게임,영상 컨텐츠 시청,영화관 관람,낮잠자기,음주-유흥
422095,20240221,M,20대,서울특별시,500이상700만원 미만,대인 관계-교제를 위해,마음의 안정-휴식을 위해,2,4,20.00000,30.00000,25.00000,25.00000,0.00000,가족-친지 만남,종교활동,없음,없음,없음
422770,20240221,M,20대,경기도,무응답,건강 관리를 위해,자기 계발을 위해,4,6,10.00000,20.00000,70.00000,0.00000,0.00000,낮잠자기,어학-기술-자격증 취득,수영 직접 하기,기타 자기계발-자기관리,SNS -인터넷 커뮤니티 활동
423897,20240221,M,20대,서울특별시,500이상700만원 미만,대인 관계-교제를 위해,마음의 안정-휴식을 위해,1,2,20.00000,40.00000,0.00000,40.00000,0.00000,e스포츠 현장 관람,없음,없음,없음,없음
427161,20240221,M,20대,광주광역시,500이상700만원 미만,자기 계발을 위해,건강 관리를 위해,8,8,20.00000,40.00000,20.00000,20.00000,0.00000,헬스-보디빌딩 직접 하기,볼링_ 당구-포켓볼 직접 하기,드라이브,없음,없음
432168,20240221,M,20대,전라북도,무응답,건강 관리를 위해,자기 계발을 위해,12,12,100.00000,0.00000,0.00000,0.00000,0.00000,구기스포츠 직접 하기,해외여행,없음,없음,없음
434348,20240221,M,20대,경기도,무응답,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,5,7,25.00000,25.00000,25.00000,25.00000,0.00000,해외여행,없음,없음,없음,없음
436431,20240221,M,20대,서울특별시,무응답,자기만족-즐거움을 위해,없음,4,7,50.00000,50.00000,0.00000,0.00000,0.00000,낮잠자기,게임,없음,없음,없음
