RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_TIME_USE_PURPS_RN1_VALUE,LSR_TIME_USE_PURPS_RN2_VALUE,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE,INTRST_LSR_ACT_RN1_VALUE,INTRST_LSR_ACT_RN2_VALUE,INTRST_LSR_ACT_RN3_VALUE,INTRST_LSR_ACT_RN4_VALUE,INTRST_LSR_ACT_RN5_VALUE
53322457,20230719,M,40대,서울특별시,700만원 이상,건강 관리를 위해,스트레스 해소를 위해,1,5,50,0,0,0,50,산책-걷기,없음,없음,없음,없음
53322541,20230719,F,60대,서울특별시,700만원 이상,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,6,8,50,30,10,10,0,온천-사우나-찜질방,수영 직접 하기,음악-라디오 감상,게임,산책-걷기
53322723,20230719,M,30대,서울특별시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,2,14,30,20,10,10,30,영상 컨텐츠 시청,만화책 보기,국내 여행,맛집-카페 탐방,미술관-전시관 관람
53322756,20230719,M,20대,서울특별시,무응답,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,3,5,60,0,0,40,0,영상 컨텐츠 시청,게임,만화책 보기,없음,없음
53322901,20230719,F,60대,서울특별시,700만원 이상,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,3,5,50,10,10,30,0,헬스-보디빌딩 직접 하기,가족-친지 만남,걷기-속보-조깅 직접 하기,국내 여행,없음
53322935,20230719,F,50대,서울특별시,300만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,1,1,50,0,0,0,50,가족-친지 만남,계모임-동창회-사교모임,국내 여행,산책-걷기,수다-잡담하기
53322959,20230719,F,50대,서울특별시,300만원 미만,스트레스 해소를 위해,건강 관리를 위해,1,1,20,70,5,5,0,영화관 관람,만화책 보기,영상 컨텐츠 시청,반려동물 돌보기,해외여행
53322987,20230719,M,20대,서울특별시,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,2,2,100,0,0,0,0,게임,영상 컨텐츠 시청,쇼핑,없음,없음
53323259,20230719,F,60대,서울특별시,500이상700만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,18,15,30,20,20,30,0,수다-잡담하기,국내 여행,음악-라디오 감상,걷기-속보-조깅 직접 하기,종교활동
53323411,20230719,F,50대,서울특별시,500이상700만원 미만,건강 관리를 위해,스트레스 해소를 위해,2,3,50,15,25,10,0,계모임-동창회-사교모임,산책-걷기,영화관 관람,연극-뮤지컬 관람,국내 여행
