RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_TIME_USE_PURPS_RN1_VALUE,LSR_TIME_USE_PURPS_RN2_VALUE,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE,INTRST_LSR_ACT_RN1_VALUE,INTRST_LSR_ACT_RN2_VALUE,INTRST_LSR_ACT_RN3_VALUE,INTRST_LSR_ACT_RN4_VALUE,INTRST_LSR_ACT_RN5_VALUE
41648,20240626,M,40대,경상북도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,3,3,60.00000,10.00000,0.00000,30.00000,0.00000,만화책 보기,음주-유흥,영상 컨텐츠 시청,게임,없음
71628,20240626,F,50대,전라남도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,4,4,70.00000,0.00000,0.00000,0.00000,30.00000,만화책 보기,산책-걷기,걷기-속보-조깅 직접 하기,음악-라디오 감상,드라이브
172192,20240626,M,20대,경상남도,300이상500만원 미만,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해,3,3,20.00000,20.00000,20.00000,40.00000,0.00000,e스포츠 현장 관람,미술 직접 활동 및 수강하기,없음,없음,없음
200773,20240626,M,40대,경상북도,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,3,3,100.00000,0.00000,0.00000,0.00000,0.00000,산책-걷기,쇼핑,만화책 보기,게임,낮잠자기
274368,20240626,F,60대,경상북도,300만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,4,4,70.00000,20.00000,8.00000,2.00000,0.00000,국내 여행,없음,없음,없음,없음
326293,20240626,M,40대,경상북도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,4,6,50.00000,10.00000,10.00000,30.00000,0.00000,가족-친지 만남,만화책 보기,걷기-속보-조깅 직접 하기,줄넘기-맨손체조-스트레칭 직접 하기,온천-사우나-찜질방
350087,20240626,M,20대,충청남도,300만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해,3,6,65.00000,20.00000,15.00000,0.00000,0.00000,게임,산책-걷기,음악-라디오 감상,e스포츠 영상 시청,영상 컨텐츠 시청
350733,20240626,M,60대,경상북도,300만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,10,10,30.00000,30.00000,0.00000,40.00000,0.00000,산책-걷기,없음,없음,없음,없음
350848,20240626,F,60대,경상북도,700만원 이상,스트레스 해소를 위해,건강 관리를 위해,2,1,20.00000,20.00000,10.00000,30.00000,20.00000,영상 컨텐츠 시청,쇼핑,걷기-속보-조깅 직접 하기,맛집-카페 탐방,국내 여행
357219,20240626,M,60대,경상북도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,2,15,30.00000,20.00000,20.00000,30.00000,0.00000,가족-친지 만남,음악 공연 관람,국내 여행,연극-뮤지컬 관람,없음
361156,20240626,M,20대,서울특별시,무응답,마음의 안정-휴식을 위해,자기 계발을 위해,2,8,20.00000,20.00000,20.00000,40.00000,0.00000,쇼핑,드라이브,종교활동,격투 스포츠 현장 관람,친구-이성친구 만남
362362,20240626,F,40대,경상북도,300만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,3,10,70.00000,0.00000,15.00000,15.00000,0.00000,영상 컨텐츠 시청,음악-라디오 감상,맛집-카페 탐방,없음,없음
380798,20240626,M,40대,전라남도,500이상700만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해,4,4,60.00000,10.00000,20.00000,10.00000,0.00000,드라이브,없음,없음,없음,없음
380951,20240626,M,20대,경기도,300만원 미만,남는 시간을 보내기 위해,자기만족-즐거움을 위해,3,5,80.00000,20.00000,0.00000,0.00000,0.00000,기타 자기계발-자기관리,없음,없음,없음,없음
386540,20240626,M,30대,경상북도,300이상500만원 미만,남는 시간을 보내기 위해,마음의 안정-휴식을 위해,4,10,100.00000,0.00000,0.00000,0.00000,0.00000,게임,없음,없음,없음,없음
