RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_TIME_USE_PURPS_RN1_VALUE,LSR_TIME_USE_PURPS_RN2_VALUE,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE,INTRST_LSR_ACT_RN1_VALUE,INTRST_LSR_ACT_RN2_VALUE,INTRST_LSR_ACT_RN3_VALUE,INTRST_LSR_ACT_RN4_VALUE,INTRST_LSR_ACT_RN5_VALUE
237625,20230809,M,20대,강원도,300이상500만원 미만,스트레스 해소를 위해,남는 시간을 보내기 위해,3,4,25,15,30,30,0,어학-기술-자격증 취득,없음,없음,없음,없음
347457,20230809,M,20대,인천광역시,700만원 이상,마음의 안정-휴식을 위해,스트레스 해소를 위해,3,12,40,25,15,20,0,해외 프로스포츠 영상 시청,게임,반려동물 돌보기,헬스-보디빌딩 직접 하기,요리-베이킹
366348,20230809,M,20대,서울특별시,300만원 미만,자기만족-즐거움을 위해,자기 계발을 위해,2,2,30,30,0,40,0,종교활동,기타 스포츠-운동 직접하기,없음,없음,없음
368822,20230809,M,20대,대전광역시,무응답,자기만족-즐거움을 위해,스트레스 해소를 위해,3,8,70,20,0,10,0,게임,영상 컨텐츠 시청,종교활동,만화책 보기,음악-라디오 감상
382344,20230809,M,20대,부산광역시,300이상500만원 미만,자기만족-즐거움을 위해,남는 시간을 보내기 위해,12,15,70,0,20,10,0,게임,영상 컨텐츠 시청,만화책 보기,음악-라디오 감상,드라이브
409432,20230809,M,20대,경기도,700만원 이상,대인 관계-교제를 위해,남는 시간을 보내기 위해,5,5,100,0,0,0,0,게임,없음,없음,없음,없음
417951,20230809,M,20대,서울특별시,300이상500만원 미만,자기 계발을 위해,자기만족-즐거움을 위해,1,3,0,50,50,0,0,국내 여행,없음,없음,없음,없음
422345,20230809,M,20대,서울특별시,700만원 이상,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,4,16,30,10,10,50,0,게임,독서,영화관 관람,친구-이성친구 만남,맛집-카페 탐방
422456,20230809,M,20대,경기도,700만원 이상,스트레스 해소를 위해,자기 계발을 위해,4,9,60,20,10,10,0,미용,맛집-카페 탐방,기타 자기계발-자기관리,없음,없음
422536,20230809,M,20대,서울특별시,300만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해,3,10,0,50,50,0,0,요리-베이킹,없음,없음,없음,없음
429327,20230809,M,20대,부산광역시,300만원 미만,남는 시간을 보내기 위해,스트레스 해소를 위해,4,4,70,5,5,20,0,게임,없음,없음,없음,없음
434348,20230809,M,20대,경기도,무응답,스트레스 해소를 위해,마음의 안정-휴식을 위해,5,10,25,25,25,25,0,낮잠자기,없음,없음,없음,없음
439483,20230809,M,20대,충청북도,500이상700만원 미만,남는 시간을 보내기 위해,없음,1,2,50,50,0,0,0,SNS -인터넷 커뮤니티 활동,없음,없음,없음,없음
442716,20230809,M,20대,대전광역시,300이상500만원 미만,대인 관계-교제를 위해,자기만족-즐거움을 위해,1,1,20,20,20,40,0,영상 컨텐츠 제작,없음,없음,없음,없음
444154,20230809,M,20대,대전광역시,300만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,4,6,40,20,10,30,0,걷기-속보-조깅 직접 하기,없음,없음,없음,없음
445896,20230809,M,20대,경기도,300이상500만원 미만,마음의 안정-휴식을 위해,없음,3,8,100,0,0,0,0,전통예술 직접 활동 및 수강하기,없음,없음,없음,없음
445957,20230809,M,20대,인천광역시,500이상700만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,5,5,30,40,10,20,0,영화관 관람,만화책 보기,수집,없음,없음
449641,20230809,M,20대,인천광역시,300이상500만원 미만,남는 시간을 보내기 위해,자기 계발을 위해,10,15,20,30,50,0,0,가족-친지 만남,낮잠자기,없음,없음,없음
456090,20230809,M,20대,전라북도,300만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,4,10,40,30,0,30,0,쇼핑,음악 직접 활동 및 수강하기,게임,반려동물 돌보기,친구-이성친구 만남
457128,20230809,M,20대,경상남도,500이상700만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해,4,12,60,30,10,0,0,게임,음악-라디오 감상,SNS -인터넷 커뮤니티 활동,영상 컨텐츠 시청,낮잠자기
458296,20230809,M,20대,서울특별시,700만원 이상,자기만족-즐거움을 위해,스트레스 해소를 위해,8,12,35,20,10,35,0,SNS -인터넷 커뮤니티 활동,쇼핑,미술관-전시관 관람,게임,박물관 관람
458336,20230809,M,20대,강원도,300이상500만원 미만,자기만족-즐거움을 위해,자기 계발을 위해,3,8,60,10,20,10,0,영상 컨텐츠 시청,만화책 보기,친구-이성친구 만남,게임,쇼핑
458700,20230809,M,20대,서울특별시,300이상500만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해,2,3,60,30,10,0,0,어학-기술-자격증 취득,영화관 관람,가족-친지 만남,없음,없음
459615,20230809,M,20대,경기도,300이상500만원 미만,대인 관계-교제를 위해,자기 계발을 위해,3,1,10,20,20,50,0,문학 직접 활동 및 수강하기,없음,없음,없음,없음
460004,20230809,M,20대,충청북도,700만원 이상,스트레스 해소를 위해,마음의 안정-휴식을 위해,8,8,85,5,5,5,0,사진 촬영,게임,보드게임-퍼즐-바둑-장기-체스 등,SNS -인터넷 커뮤니티 활동,없음
460212,20230809,M,20대,서울특별시,300만원 미만,자기만족-즐거움을 위해,남는 시간을 보내기 위해,2,4,10,30,40,20,0,음악 직접 활동 및 수강하기,골프 직접 하기,없음,없음,없음
460896,20230809,M,20대,대구광역시,700만원 이상,스트레스 해소를 위해,마음의 안정-휴식을 위해,1,4,100,0,0,0,0,게임,음악 공연 관람,없음,없음,없음
461224,20230809,M,20대,경기도,무응답,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,4,6,40,20,20,20,0,게임,독서,미용,생활공예-원예,음악-라디오 감상
462061,20230809,M,20대,경기도,300만원 미만,건강 관리를 위해,자기 계발을 위해,7,5,30,20,20,30,0,미술 직접 활동 및 수강하기,SNS -인터넷 커뮤니티 활동,산책-걷기,없음,없음
462938,20230809,M,20대,전라남도,500이상700만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,12,12,40,10,10,40,0,SNS -인터넷 커뮤니티 활동,드라이브,음주-유흥,음악-라디오 감상,영상 컨텐츠 시청
463088,20230809,M,20대,서울특별시,300만원 미만,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해,2,4,10,80,5,5,0,e스포츠 현장 관람,맛집-카페 탐방,없음,없음,없음
463998,20230809,M,20대,서울특별시,300이상500만원 미만,자기 계발을 위해,대인 관계-교제를 위해,3,6,10,15,25,50,0,해외여행,종교활동,영화관 관람,독서,음악-라디오 감상
464012,20230809,M,20대,충청남도,500이상700만원 미만,자기 계발을 위해,마음의 안정-휴식을 위해,4,5,50,10,20,20,0,만화책 보기,없음,없음,없음,없음
464028,20230809,M,20대,경상남도,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,4,16,70,0,10,20,0,게임,영상 컨텐츠 제작,만화책 보기,SNS -인터넷 커뮤니티 활동,산책-걷기
53322222,20230809,M,30대,서울특별시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,2,3,30,40,10,20,0,골프 직접 하기,국내 프로스포츠 영상 시청,헬스-보디빌딩 직접 하기,캠핑-차박,종교활동
53322252,20230809,M,50대,서울특별시,300이상500만원 미만,자기만족-즐거움을 위해,건강 관리를 위해,1,4,50,40,10,0,0,독서,걷기-속보-조깅 직접 하기,친구-이성친구 만남,산책-걷기,영상 컨텐츠 시청
53322261,20230809,M,60대,서울특별시,300만원 미만,건강 관리를 위해,자기만족-즐거움을 위해,6,6,30,50,10,10,0,등산 직접 하기,산책-걷기,걷기-속보-조깅 직접 하기,기타 관광-여행,게임
53322296,20230809,F,50대,서울특별시,500이상700만원 미만,자기 계발을 위해,마음의 안정-휴식을 위해,2,5,10,30,20,40,0,산책-걷기,없음,없음,없음,없음
53322346,20230809,F,60대,서울특별시,300이상500만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,2,2,10,40,30,20,0,문학 직접 활동 및 수강하기,없음,없음,없음,없음
53322575,20230809,F,20대,인천광역시,무응답,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해,1,5,20,0,10,70,0,친구-이성친구 만남,가족-친지 만남,영상 컨텐츠 제작,영상 컨텐츠 시청,독서
53322684,20230809,F,60대,서울특별시,300만원 미만,건강 관리를 위해,자기만족-즐거움을 위해,2,2,20,30,30,10,10,사회봉사활동,수영 직접 하기,요가-필라테스 직접 하기,종교활동,등산 직접 하기
53322813,20230809,M,30대,서울특별시,700만원 이상,대인 관계-교제를 위해,자기만족-즐거움을 위해,3,8,40,20,10,30,0,게임,구기스포츠 직접 하기,e스포츠 영상 시청,친구-이성친구 만남,영상 컨텐츠 시청
53322837,20230809,M,40대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해,5,10,80,0,0,20,0,영상 컨텐츠 시청,쇼핑,낮잠자기,없음,없음
