RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_TIME_USE_PURPS_RN1_VALUE,LSR_TIME_USE_PURPS_RN2_VALUE,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE,INTRST_LSR_ACT_RN1_VALUE,INTRST_LSR_ACT_RN2_VALUE,INTRST_LSR_ACT_RN3_VALUE,INTRST_LSR_ACT_RN4_VALUE,INTRST_LSR_ACT_RN5_VALUE
53322231,20231129,M,20대,서울특별시,300만원 미만,대인 관계-교제를 위해,마음의 안정-휴식을 위해,3,6,70.00000,0.00000,0.00000,30.00000,0.00000,낮잠자기,수다-잡담하기,영상 컨텐츠 시청,친구-이성친구 만남,수집
53322506,20231129,M,20대,서울특별시,300만원 미만,자기만족-즐거움을 위해,남는 시간을 보내기 위해,3,5,40.00000,30.00000,10.00000,20.00000,0.00000,게임,영상 컨텐츠 시청,SNS -인터넷 커뮤니티 활동,친구-이성친구 만남,맛집-카페 탐방
53322636,20231129,F,50대,서울특별시,500이상700만원 미만,건강 관리를 위해,자기만족-즐거움을 위해,2,6,20.00000,50.00000,0.00000,30.00000,0.00000,반려동물 돌보기,걷기-속보-조깅 직접 하기,줄넘기-맨손체조-스트레칭 직접 하기,산책-걷기,등산 직접 하기
53322827,20231129,M,30대,서울특별시,300이상500만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해,2,8,70.00000,20.00000,5.00000,5.00000,0.00000,게임,SNS -인터넷 커뮤니티 활동,만화책 보기,수다-잡담하기,친구-이성친구 만남
53322920,20231129,M,40대,서울특별시,300만원 미만,자기만족-즐거움을 위해,자기 계발을 위해,2,2,60.00000,10.00000,30.00000,0.00000,0.00000,반려동물 돌보기,없음,없음,없음,없음
53323001,20231129,F,60대,서울특별시,300만원 미만,스트레스 해소를 위해,건강 관리를 위해,3,5,70.00000,0.00000,20.00000,0.00000,10.00000,산책-걷기,음악-라디오 감상,없음,없음,없음
53323037,20231129,F,20대,서울특별시,700만원 이상,스트레스 해소를 위해,마음의 안정-휴식을 위해,5,12,50.00000,20.00000,30.00000,0.00000,0.00000,영상 컨텐츠 시청,산책-걷기,신문-잡지보기,국내 여행,독서
53323471,20231129,M,20대,서울특별시,무응답,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해,3,3,80.00000,0.00000,0.00000,20.00000,0.00000,영상 컨텐츠 시청,수다-잡담하기,음주-유흥,친구-이성친구 만남,없음
53323652,20231129,F,40대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,2,5,10.00000,10.00000,10.00000,70.00000,0.00000,영화관 관람,영상 컨텐츠 시청,수다-잡담하기,가족-친지 만남,친구-이성친구 만남
53323656,20231129,F,20대,서울특별시,300만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,5,12,40.00000,20.00000,0.00000,40.00000,0.00000,음악-라디오 감상,미술 직접 활동 및 수강하기,수다-잡담하기,친구-이성친구 만남,만화책 보기
53323718,20231129,M,60대,서울특별시,500이상700만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,6,8,40.00000,30.00000,20.00000,10.00000,0.00000,걷기-속보-조깅 직접 하기,골프 영상 시청,기타 자기계발-자기관리,산책-걷기,줄넘기-맨손체조-스트레칭 직접 하기
53324059,20231129,F,60대,서울특별시,500이상700만원 미만,자기 계발을 위해,자기만족-즐거움을 위해,3,4,40.00000,20.00000,10.00000,30.00000,0.00000,걷기-속보-조깅 직접 하기,영화관 관람,온천-사우나-찜질방,영상 컨텐츠 시청,음악-라디오 감상
53324314,20231129,M,50대,서울특별시,300만원 미만,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해,4,10,50.00000,0.00000,0.00000,50.00000,0.00000,해외여행,없음,없음,없음,없음
53324446,20231129,M,20대,서울특별시,300이상500만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해,10,10,60.00000,30.00000,0.00000,10.00000,0.00000,영상 컨텐츠 시청,헬스-보디빌딩 직접 하기,라켓스포츠 직접 하기,친구-이성친구 만남,게임
53324455,20231129,M,20대,서울특별시,무응답,자기만족-즐거움을 위해,스트레스 해소를 위해,12,16,70.00000,20.00000,0.00000,10.00000,0.00000,헬스-보디빌딩 직접 하기,음악-라디오 감상,영상 컨텐츠 시청,게임,영화관 관람
53324490,20231129,F,30대,서울특별시,무응답,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,1,0,99.00000,1.00000,0.00000,0.00000,0.00000,캠핑-차박,없음,없음,없음,없음
53324693,20231129,F,40대,서울특별시,700만원 이상,자기만족-즐거움을 위해,자기 계발을 위해,1,3,50.00000,0.00000,30.00000,20.00000,0.00000,독서,친구-이성친구 만남,어학-기술-자격증 취득,쇼핑,게임
53325068,20231129,M,20대,충청남도,500이상700만원 미만,스트레스 해소를 위해,자기 계발을 위해,2,4,20.00000,60.00000,20.00000,0.00000,0.00000,무용 공연 관람,없음,없음,없음,없음
53325121,20231129,F,50대,서울특별시,700만원 이상,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,5,7,30.00000,20.00000,30.00000,20.00000,0.00000,영상 컨텐츠 시청,음악-라디오 감상,생활공예-원예,쇼핑,맛집-카페 탐방
53325348,20231129,F,30대,서울특별시,700만원 이상,스트레스 해소를 위해,마음의 안정-휴식을 위해,3,7,45.00000,20.00000,10.00000,25.00000,0.00000,영상 컨텐츠 시청,낮잠자기,친구-이성친구 만남,쇼핑,맛집-카페 탐방
53325371,20231129,F,60대,서울특별시,300만원 미만,건강 관리를 위해,자기만족-즐거움을 위해,2,5,20.00000,20.00000,10.00000,50.00000,0.00000,헬스-보디빌딩 직접 하기,온천-사우나-찜질방,계모임-동창회-사교모임,가족-친지 만남,친구-이성친구 만남
53325421,20231129,M,20대,제주특별자치도,700만원 이상,마음의 안정-휴식을 위해,스트레스 해소를 위해,2,4,60.00000,20.00000,10.00000,5.00000,5.00000,산책-걷기,영상 컨텐츠 시청,없음,없음,없음
53325548,20231129,M,50대,대구광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,4,4,40.00000,40.00000,0.00000,20.00000,0.00000,골프 직접 하기,무도-격투기 직접 하기,쇼핑,친구-이성친구 만남,산책-걷기
53325751,20231129,M,20대,광주광역시,무응답,마음의 안정-휴식을 위해,스트레스 해소를 위해,3,15,50.00000,10.00000,20.00000,20.00000,0.00000,만화책 보기,산책-걷기,독서,친구-이성친구 만남,낮잠자기
53325858,20231129,F,20대,서울특별시,300이상500만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,2,5,20.00000,20.00000,20.00000,30.00000,10.00000,쇼핑,가족-친지 만남,친구-이성친구 만남,영화관 관람,걷기-속보-조깅 직접 하기
53325862,20231129,M,40대,경기도,무응답,자기 계발을 위해,마음의 안정-휴식을 위해,4,3,15.00000,0.00000,80.00000,5.00000,0.00000,독서,SNS -인터넷 커뮤니티 활동,기타 사회교류,없음,없음
