RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_TIME_USE_PURPS_RN1_VALUE,LSR_TIME_USE_PURPS_RN2_VALUE,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE,INTRST_LSR_ACT_RN1_VALUE,INTRST_LSR_ACT_RN2_VALUE,INTRST_LSR_ACT_RN3_VALUE,INTRST_LSR_ACT_RN4_VALUE,INTRST_LSR_ACT_RN5_VALUE
350800,20240207,M,20대,대구광역시,무응답,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,10,15,80.00000,20.00000,0.00000,0.00000,0.00000,게임,영상 컨텐츠 시청,만화책 보기,낮잠자기,쇼핑
369223,20240207,M,20대,서울특별시,무응답,남는 시간을 보내기 위해,없음,12,12,25.00000,25.00000,25.00000,25.00000,0.00000,SNS -인터넷 커뮤니티 활동,영상 컨텐츠 시청,쇼핑,기타 취미-오락-휴식,게임
369664,20240207,M,20대,대구광역시,700만원 이상,자기만족-즐거움을 위해,자기 계발을 위해,2,4,40.00000,20.00000,20.00000,20.00000,0.00000,쇼핑,산책-걷기,친구-이성친구 만남,영상 컨텐츠 시청,기타 자기계발-자기관리
382152,20240207,M,20대,충청북도,700만원 이상,스트레스 해소를 위해,자기만족-즐거움을 위해,3,5,20.00000,50.00000,20.00000,10.00000,0.00000,음악-라디오 감상,게임,없음,없음,없음
391206,20240207,M,20대,제주특별자치도,700만원 이상,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,3,6,50.00000,30.00000,20.00000,0.00000,0.00000,산책-걷기,신문-잡지보기,걷기-속보-조깅 직접 하기,독서,영화관 관람
393338,20240207,M,20대,인천광역시,300이상500만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,3,5,20.00000,50.00000,10.00000,20.00000,0.00000,게임,신문-잡지보기,없음,없음,없음
429965,20240207,M,20대,부산광역시,300이상500만원 미만,마음의 안정-휴식을 위해,없음,16,0,100.00000,0.00000,0.00000,0.00000,0.00000,게임,없음,없음,없음,없음
432014,20240207,M,20대,충청남도,300만원 미만,자기 계발을 위해,자기만족-즐거움을 위해,3,8,30.00000,5.00000,2.00000,15.00000,48.00000,사회봉사활동,없음,없음,없음,없음
433028,20240207,M,20대,경상북도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,7,4,30.00000,60.00000,10.00000,0.00000,0.00000,구기스포츠 직접 하기,없음,없음,없음,없음
444321,20240207,M,20대,강원도,무응답,자기만족-즐거움을 위해,남는 시간을 보내기 위해,6,12,50.00000,30.00000,10.00000,10.00000,0.00000,만화책 보기,쇼핑,걷기-속보-조깅 직접 하기,영상 컨텐츠 시청,없음
444657,20240207,M,20대,충청남도,300만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,1,1,20.00000,20.00000,20.00000,40.00000,0.00000,사진 직접 활동 및 수강하기,볼링_ 당구-포켓볼 직접 하기,없음,없음,없음
444895,20240207,M,20대,강원도,300이상500만원 미만,대인 관계-교제를 위해,마음의 안정-휴식을 위해,5,5,10.00000,20.00000,50.00000,20.00000,0.00000,생활공예-원예,무용 공연 관람,영상 컨텐츠 제작,없음,없음
446951,20240207,M,20대,대전광역시,300만원 미만,자기 계발을 위해,대인 관계-교제를 위해,5,5,25.00000,25.00000,25.00000,25.00000,0.00000,무용 공연 관람,없음,없음,없음,없음
449641,20240207,M,20대,인천광역시,300이상500만원 미만,남는 시간을 보내기 위해,가족-지인 등과 시간을 보내기 위해,5,10,30.00000,10.00000,20.00000,40.00000,0.00000,골프 직접 하기,문학 행사 관람,없음,없음,없음
451495,20240207,M,20대,경기도,500이상700만원 미만,스트레스 해소를 위해,자기 계발을 위해,2,5,40.00000,30.00000,20.00000,10.00000,0.00000,어학-기술-자격증 취득,해외 프로스포츠 영상 시청,등산 직접 하기,없음,없음
