,성별,연령대,가구소득정도,사용목적1순위값,사용목적2순위값,평일일평균레저시간값,주말일평균레저시간값,휴식오락사용비율,취미사용비율,본인계발사용비율,대인관계교제사용비율,기타사용비율,관심레저활동1순위값,계절,위도,경도,또래인구수
0,1,1,2,6,0,2,3,30.0,40.0,20.0,10.0,0.0,12,3,37.5665,126.978,1419153
1,0,2,4,4,5,1,3,0.0,0.0,50.0,50.0,0.0,61,3,37.5665,126.978,1406016
2,0,3,3,0,4,10,12,80.0,0.0,0.0,20.0,0.0,52,3,37.5665,126.978,1476224
3,1,2,4,0,5,1,5,40.0,20.0,20.0,20.0,0.0,44,3,37.5665,126.978,1406016
4,0,4,4,4,3,10,10,70.0,10.0,10.0,5.0,5.0,52,3,33.4996,126.5312,93144
5,0,3,1,8,1,1,1,0.0,0.0,50.0,50.0,0.0,66,3,37.5665,126.978,1476224
6,1,4,2,8,5,5,15,100.0,0.0,0.0,0.0,0.0,58,3,37.5665,126.978,1301333
7,0,4,1,5,0,2,6,20.0,0.0,60.0,20.0,0.0,77,3,37.5665,126.978,1301333
8,0,2,2,0,5,2,3,10.0,10.0,50.0,30.0,0.0,49,3,37.5665,126.978,1406016
9,0,4,1,1,7,8,8,20.0,30.0,20.0,30.0,0.0,48,3,37.5665,126.978,1301333
10,0,4,4,5,1,2,2,10.0,10.0,50.0,30.0,0.0,49,3,37.5665,126.978,1301333
11,1,4,1,0,4,2,5,50.0,30.0,0.0,20.0,0.0,15,3,37.5665,126.978,1301333
12,1,0,3,6,5,3,8,50.0,0.0,0.0,50.0,0.0,61,3,37.5665,126.978,1350822
13,0,4,4,1,9,5,2,60.0,40.0,0.0,0.0,0.0,49,3,37.5665,126.978,1301333
14,1,4,2,1,5,1,4,30.0,70.0,0.0,0.0,0.0,31,3,37.5665,126.978,1301333
15,1,3,4,5,4,3,16,80.0,0.0,0.0,20.0,0.0,62,3,37.5665,126.978,1476224
16,1,3,2,1,5,1,2,40.0,50.0,0.0,10.0,0.0,61,3,37.5665,126.978,1476224
17,0,1,2,6,9,2,4,20.0,10.0,5.0,65.0,0.0,75,3,37.5665,126.978,1419153
18,0,1,2,5,9,3,5,40.0,0.0,10.0,50.0,0.0,75,3,35.1796,129.0756,389098
19,1,2,1,1,0,3,6,10.0,40.0,20.0,30.0,0.0,84,3,37.5665,126.978,1406016
20,1,4,1,8,1,2,4,0.0,30.0,40.0,30.0,0.0,59,3,37.5665,126.978,1301333
21,0,4,1,1,5,2,6,5.0,20.0,30.0,40.0,5.0,49,3,37.5665,126.978,1301333
22,0,4,3,0,4,2,2,20.0,30.0,10.0,20.0,20.0,53,3,37.5665,126.978,1301333
23,0,2,2,0,5,3,6,50.0,0.0,10.0,40.0,0.0,49,3,37.4138,127.5183,2243227
24,0,0,2,6,1,1,0,0.0,100.0,0.0,0.0,0.0,66,3,37.4138,127.5183,1677623
25,1,2,2,6,5,2,5,30.0,40.0,10.0,20.0,0.0,84,3,33.4996,126.5312,107997
26,0,3,2,6,5,1,4,30.0,0.0,20.0,50.0,0.0,52,3,35.1796,129.0756,537918
27,1,4,2,1,6,1,1,20.0,30.0,30.0,20.0,0.0,15,3,37.4563,126.7052,438663
28,1,3,4,0,9,4,8,30.0,30.0,10.0,30.0,0.0,12,3,37.4138,127.5183,2318045
29,1,1,4,0,7,0,6,0.0,100.0,0.0,0.0,0.0,61,3,37.5665,126.978,1419153
30,1,1,2,4,0,8,4,60.0,0.0,0.0,40.0,0.0,53,3,37.4138,127.5183,1871078
31,1,4,2,1,5,4,12,40.0,0.0,0.0,20.0,40.0,49,3,35.1796,129.0756,557851
32,1,4,2,7,7,6,6,50.0,0.0,0.0,50.0,0.0,79,3,35.1796,129.0756,557851
33,1,2,4,0,5,2,8,100.0,0.0,0.0,0.0,0.0,16,3,35.1595,126.8526,226190
34,1,0,1,8,0,5,15,40.0,10.0,20.0,30.0,0.0,79,3,37.4138,127.5183,1677623
35,1,0,2,6,4,3,12,30.0,10.0,10.0,50.0,0.0,29,3,37.5665,126.978,1350822
36,1,0,0,1,6,4,6,60.0,40.0,0.0,0.0,0.0,6,3,35.1796,129.0756,376716
37,1,3,3,5,9,2,2,50.0,10.0,20.0,20.0,0.0,61,3,35.1796,129.0756,537918
38,0,1,2,0,5,3,7,40.0,10.0,10.0,40.0,0.0,52,3,35.1796,129.0756,389098
39,1,0,3,8,7,2,12,50.0,20.0,10.0,20.0,0.0,6,3,37.8228,128.1555,163201
40,1,2,2,0,1,2,4,40.0,20.0,0.0,40.0,0.0,80,3,34.816,126.4629,239871
41,1,3,4,0,5,4,8,30.0,40.0,0.0,30.0,0.0,63,3,37.8228,128.1555,260923
42,0,3,1,6,9,2,1,0.0,0.0,50.0,50.0,0.0,40,3,37.4138,127.5183,2318045
43,0,3,3,8,6,5,5,30.0,10.0,30.0,30.0,0.0,50,3,37.5665,126.978,1476224
44,1,3,4,5,0,4,10,70.0,0.0,10.0,20.0,0.0,16,3,36.5184,126.8,348173
45,1,2,2,0,9,2,6,40.0,0.0,40.0,20.0,0.0,29,3,34.816,126.4629,239871
46,1,2,2,0,1,3,6,10.0,30.0,10.0,50.0,0.0,5,3,37.4563,126.7052,477344
47,0,1,1,8,6,5,10,0.0,80.0,0.0,20.0,0.0,14,3,36.6357,127.4913,187136
48,1,4,2,5,1,6,6,20.0,20.0,30.0,10.0,20.0,49,3,37.4138,127.5183,1819701
49,1,0,4,6,1,3,3,20.0,70.0,0.0,10.0,0.0,32,3,37.4138,127.5183,1677623
50,1,1,1,0,5,2,5,10.0,0.0,0.0,90.0,0.0,3,3,37.4138,127.5183,1871078
51,1,1,4,7,1,1,2,20.0,50.0,25.0,5.0,0.0,83,3,37.8228,128.1555,157997
52,1,2,2,0,9,1,1,80.0,20.0,0.0,0.0,0.0,61,3,36.4919,128.8889,355520
53,1,1,2,8,7,0,2,100.0,0.0,0.0,0.0,0.0,61,3,37.4138,127.5183,1871078
54,0,1,1,7,1,7,0,60.0,0.0,20.0,20.0,0.0,39,3,35.4606,128.2132,348910
55,1,4,1,8,5,3,6,40.0,0.0,0.0,60.0,0.0,66,3,35.7175,127.153,283963
56,1,3,2,8,7,1,1,50.0,0.0,0.0,50.0,0.0,10,3,36.4919,128.8889,442662
57,1,2,3,8,0,3,12,30.0,20.0,10.0,40.0,0.0,79,3,37.4138,127.5183,2243227
58,0,2,1,0,5,1,2,0.0,0.0,80.0,20.0,0.0,25,3,37.4138,127.5183,2243227
59,0,2,1,6,7,1,1,0.0,0.0,0.0,0.0,100.0,24,3,37.5665,126.978,1406016
60,0,1,2,5,9,3,5,30.0,10.0,30.0,30.0,0.0,15,3,35.7175,127.153,172410
61,0,2,2,5,6,8,8,40.0,30.0,10.0,20.0,0.0,5,3,37.4138,127.5183,2243227
62,1,2,1,0,5,2,8,30.0,30.0,20.0,20.0,0.0,76,3,35.5384,129.3114,177176
63,0,2,3,8,5,4,5,70.0,20.0,0.0,10.0,0.0,17,3,37.4563,126.7052,477344
64,0,3,1,8,0,2,5,0.0,30.0,20.0,50.0,0.0,76,3,36.6357,127.4913,271144
65,0,4,1,0,9,1,1,20.0,10.0,20.0,30.0,20.0,49,3,35.8714,128.6014,364425
66,0,2,1,0,7,3,8,40.0,10.0,10.0,40.0,0.0,63,3,37.4563,126.7052,477344
67,0,3,3,0,1,1,5,30.0,20.0,0.0,50.0,0.0,49,3,35.8714,128.6014,418120
68,0,4,1,8,5,2,10,60.0,0.0,0.0,0.0,40.0,15,3,37.5665,126.978,1301333
69,1,4,3,0,5,2,5,20.0,30.0,0.0,50.0,0.0,17,3,35.1595,126.8526,184047
70,0,4,3,5,1,2,1,20.0,40.0,20.0,20.0,0.0,12,3,33.4996,126.5312,93144
71,1,4,1,8,1,3,6,50.0,30.0,0.0,20.0,0.0,16,3,34.816,126.4629,304757
72,0,2,1,7,1,1,1,90.0,5.0,0.0,5.0,0.0,24,3,36.6357,127.4913,229545
73,0,0,4,8,3,2,8,40.0,20.0,0.0,40.0,0.0,5,3,35.1595,126.8526,190483
74,0,0,0,7,9,1,3,10.0,0.0,90.0,0.0,0.0,59,3,35.1796,129.0756,376716
75,0,0,3,5,3,3,5,0.0,30.0,50.0,20.0,0.0,59,3,37.4138,127.5183,1677623
76,1,4,1,1,9,2,2,50.0,30.0,0.0,20.0,0.0,16,3,35.1796,129.0756,557851
77,1,3,2,6,4,3,5,30.0,50.0,0.0,20.0,0.0,12,3,35.4606,128.2132,580017
78,0,2,1,8,5,3,3,50.0,0.0,20.0,30.0,0.0,52,3,37.8228,128.1555,207692
79,0,1,4,5,0,2,12,35.0,25.0,10.0,30.0,0.0,55,3,37.4138,127.5183,1871078
80,0,4,2,4,1,2,5,20.0,20.0,20.0,40.0,0.0,49,3,37.4563,126.7052,438663
81,1,3,2,3,4,2,4,30.0,20.0,0.0,50.0,0.0,12,3,37.4138,127.5183,2318045
82,1,4,1,8,7,3,8,50.0,0.0,0.0,50.0,0.0,15,3,37.4138,127.5183,1819701
83,1,2,3,0,9,1,5,80.0,0.0,0.0,20.0,0.0,3,3,35.7175,127.153,243945
84,0,1,4,6,0,2,8,10.0,20.0,20.0,50.0,0.0,3,3,37.4138,127.5183,1871078
85,0,2,1,0,5,2,4,40.0,10.0,20.0,30.0,0.0,49,3,35.8714,128.6014,354272
86,1,0,3,5,6,2,8,20.0,30.0,40.0,10.0,0.0,14,3,36.4919,128.8889,247746
87,1,4,4,1,3,9,12,40.0,30.0,10.0,20.0,0.0,5,3,37.4138,127.5183,1819701
88,1,3,4,8,4,3,8,30.0,30.0,10.0,30.0,0.0,17,3,37.4563,126.7052,511852
89,1,0,4,8,5,6,12,50.0,20.0,20.0,10.0,0.0,6,3,37.5665,126.978,1350822
90,0,3,2,1,4,8,3,0.0,0.0,0.0,80.0,20.0,73,3,37.8228,128.1555,260923
91,1,0,0,8,6,10,10,60.0,15.0,5.0,20.0,0.0,6,3,37.4138,127.5183,1677623
92,0,0,1,5,0,3,10,30.0,20.0,0.0,50.0,0.0,0,3,37.5665,126.978,1350822
93,1,3,1,6,3,5,5,40.0,5.0,5.0,50.0,0.0,61,3,35.1796,129.0756,537918
94,1,0,4,8,5,1,2,0.0,50.0,0.0,50.0,0.0,79,3,35.7175,127.153,190387
95,1,2,4,6,9,6,1,20.0,70.0,0.0,10.0,0.0,15,3,37.5665,126.978,1406016
96,0,4,3,5,8,3,5,0.0,0.0,50.0,50.0,0.0,75,3,35.4606,128.2132,527532
97,1,1,4,3,5,0,2,100.0,0.0,0.0,0.0,0.0,6,3,35.1796,129.0756,389098
98,1,0,1,8,6,2,4,90.0,10.0,0.0,0.0,0.0,69,3,37.4138,127.5183,1677623
99,0,3,3,0,5,1,2,30.0,0.0,30.0,40.0,0.0,75,3,36.6357,127.4913,271144
100,0,1,3,0,8,2,2,50.0,0.0,50.0,0.0,0.0,3,3,35.4606,128.2132,348910
101,1,1,1,3,5,5,5,50.0,0.0,40.0,10.0,0.0,63,3,36.5184,126.8,250194
102,1,4,1,5,0,4,10,30.0,20.0,10.0,40.0,0.0,49,3,36.3504,127.3845,201181
103,1,3,0,6,1,3,8,60.0,20.0,10.0,10.0,0.0,48,3,37.8228,128.1555,260923
104,1,4,3,0,1,3,4,20.0,25.0,15.0,40.0,0.0,5,3,36.6357,127.4913,257216
105,0,0,0,6,0,1,4,20.0,40.0,10.0,30.0,0.0,84,3,36.5184,126.8,225170
106,0,3,2,1,8,3,5,20.0,30.0,10.0,20.0,20.0,24,3,34.816,126.4629,309036
107,0,4,1,1,5,2,3,80.0,20.0,0.0,0.0,0.0,55,3,36.6357,127.4913,257216
108,1,4,1,8,1,5,8,10.0,10.0,10.0,50.0,20.0,5,3,36.6357,127.4913,257216
109,0,4,4,1,9,4,6,20.0,40.0,15.0,15.0,10.0,5,3,36.5184,126.8,323902
110,0,4,3,1,3,2,8,100.0,0.0,0.0,0.0,0.0,49,3,37.4138,127.5183,1819701
111,1,3,2,5,7,3,5,30.0,20.0,30.0,20.0,0.0,29,3,37.5665,126.978,1476224
112,0,1,3,4,0,3,5,60.0,0.0,0.0,40.0,0.0,79,3,35.7175,127.153,172410
113,1,1,4,6,3,3,3,70.0,10.0,0.0,20.0,0.0,6,3,35.1796,129.0756,389098
114,0,1,0,1,3,7,9,70.0,0.0,10.0,20.0,0.0,76,3,37.4138,127.5183,1871078
115,1,1,0,8,3,4,4,70.0,0.0,0.0,30.0,0.0,15,3,35.8714,128.6014,278986
116,0,2,1,4,0,2,5,20.0,0.0,20.0,60.0,0.0,30,3,36.3504,127.3845,218887
117,1,3,4,4,0,2,10,20.0,30.0,0.0,50.0,0.0,31,3,37.4563,126.7052,511852
118,1,3,3,6,5,4,12,20.0,10.0,10.0,60.0,0.0,3,3,36.5184,126.8,348173
119,1,1,1,8,4,3,3,30.0,10.0,10.0,50.0,0.0,27,3,35.1796,129.0756,389098
120,0,1,2,8,0,3,5,40.0,10.0,20.0,30.0,0.0,34,3,36.4919,128.8889,258107
121,0,0,0,8,6,1,2,50.0,50.0,0.0,0.0,0.0,78,3,34.816,126.4629,177840
122,0,1,4,8,5,2,6,20.0,30.0,10.0,40.0,0.0,65,3,37.4138,127.5183,1871078
123,0,1,2,6,9,3,6,80.0,0.0,20.0,0.0,0.0,6,3,34.816,126.4629,169028
124,0,1,4,8,5,4,16,70.0,10.0,15.0,5.0,0.0,61,3,37.4563,126.7052,410863
125,1,0,1,6,9,3,6,25.0,25.0,25.0,25.0,0.0,6,3,35.4606,128.2132,322143
126,1,2,2,0,6,1,4,50.0,20.0,0.0,30.0,0.0,61,3,37.4138,127.5183,2243227
127,0,4,3,1,6,2,4,20.0,50.0,0.0,30.0,0.0,49,3,37.5665,126.978,1301333
128,1,0,2,6,1,3,10,30.0,50.0,0.0,20.0,0.0,6,3,37.4563,126.7052,362935
129,0,2,2,5,1,2,1,10.0,60.0,10.0,20.0,0.0,14,3,36.4919,128.8889,355520
130,0,4,1,8,5,3,3,80.0,0.0,20.0,0.0,0.0,61,3,35.7175,127.153,283963
131,0,2,3,6,4,2,2,20.0,0.0,50.0,30.0,0.0,53,3,35.1796,129.0756,481534
132,0,0,4,5,6,3,8,100.0,0.0,0.0,0.0,0.0,61,3,37.4138,127.5183,1677623
133,1,3,2,1,0,2,5,10.0,70.0,5.0,15.0,0.0,31,3,35.8714,128.6014,418120
134,0,2,2,6,5,1,3,20.0,50.0,30.0,0.0,0.0,0,3,36.3504,127.3845,218887
135,0,2,1,5,3,2,6,90.0,0.0,0.0,10.0,0.0,61,3,37.4138,127.5183,2243227
136,0,3,3,6,5,2,5,100.0,0.0,0.0,0.0,0.0,5,3,37.5665,126.978,1476224
137,1,0,1,5,9,5,7,70.0,30.0,0.0,0.0,0.0,6,3,37.4138,127.5183,1677623
138,0,3,1,6,5,3,5,30.0,30.0,10.0,30.0,0.0,69,3,35.8714,128.6014,418120
139,0,1,1,5,0,2,5,40.0,0.0,10.0,50.0,0.0,15,3,35.4606,128.2132,348910
140,0,3,4,0,5,3,8,50.0,40.0,10.0,0.0,0.0,6,3,37.5665,126.978,1476224
141,0,4,1,3,1,2,5,20.0,20.0,10.0,30.0,20.0,30,3,37.4138,127.5183,1819701
142,0,0,0,5,6,4,4,80.0,0.0,0.0,20.0,0.0,61,3,35.4606,128.2132,322143
143,1,0,2,0,5,8,10,30.0,20.0,10.0,40.0,0.0,81,3,37.5665,126.978,1350822
144,0,4,1,1,9,1,2,30.0,30.0,10.0,20.0,10.0,5,3,35.4606,128.2132,527532
145,0,3,1,4,0,5,6,50.0,10.0,0.0,40.0,0.0,0,3,37.4138,127.5183,2318045
146,1,3,1,8,5,3,6,40.0,0.0,0.0,60.0,0.0,32,3,36.4919,128.8889,442662
147,0,3,1,7,1,1,3,30.0,5.0,10.0,30.0,25.0,75,3,37.4138,127.5183,2318045
148,0,3,4,7,6,1,4,10.0,10.0,50.0,30.0,0.0,29,3,37.4138,127.5183,2318045
149,1,2,1,7,0,5,12,10.0,50.0,10.0,30.0,0.0,81,3,37.5665,126.978,1406016
150,0,3,2,1,6,1,3,50.0,10.0,10.0,30.0,0.0,15,3,37.4138,127.5183,2318045
151,0,0,1,8,5,4,8,80.0,0.0,0.0,20.0,0.0,61,3,37.4138,127.5183,1677623
152,1,2,1,3,6,2,8,100.0,0.0,0.0,0.0,0.0,61,3,36.48,127.289,76961
153,0,2,1,8,8,6,2,20.0,40.0,30.0,10.0,0.0,29,3,37.5665,126.978,1406016
154,0,3,1,1,5,1,3,50.0,20.0,0.0,30.0,0.0,49,3,37.5665,126.978,1476224
155,1,4,1,1,4,2,3,40.0,20.0,10.0,30.0,0.0,70,3,37.4138,127.5183,1819701
156,0,2,3,5,9,0,3,10.0,0.0,0.0,90.0,0.0,75,3,37.8228,128.1555,207692
157,1,4,1,1,5,4,5,50.0,20.0,30.0,0.0,0.0,29,3,35.8714,128.6014,364425
158,0,4,2,1,4,3,2,15.0,35.0,15.0,35.0,0.0,76,3,35.1595,126.8526,184047
159,0,3,4,6,5,4,6,80.0,10.0,10.0,0.0,0.0,52,3,37.4138,127.5183,2318045
160,1,1,2,1,6,1,2,50.0,50.0,0.0,0.0,0.0,14,3,37.4563,126.7052,410863
161,0,2,1,5,6,2,4,70.0,0.0,30.0,0.0,0.0,27,3,37.4563,126.7052,477344
162,1,3,4,1,5,2,4,10.0,50.0,30.0,10.0,0.0,12,3,34.816,126.4629,309036
163,1,3,0,8,7,0,3,10.0,50.0,30.0,10.0,0.0,75,3,36.4919,128.8889,442662
164,1,1,0,7,0,4,5,0.0,0.0,20.0,80.0,0.0,3,3,36.6357,127.4913,187136
165,0,3,2,0,9,2,2,30.0,20.0,40.0,10.0,0.0,5,3,35.1796,129.0756,537918
166,1,0,1,6,1,2,5,100.0,0.0,0.0,0.0,0.0,6,3,36.6357,127.4913,181330
167,0,0,1,1,9,3,10,35.0,50.0,5.0,10.0,0.0,84,3,37.4138,127.5183,1677623
168,1,2,3,5,1,4,10,30.0,30.0,30.0,10.0,0.0,5,3,37.4138,127.5183,2243227
169,0,4,4,4,8,14,2,20.0,20.0,30.0,30.0,0.0,5,3,36.5184,126.8,323902
170,1,3,2,0,7,4,12,10.0,5.0,5.0,80.0,0.0,52,3,37.4138,127.5183,2318045
171,0,3,2,5,9,3,2,80.0,0.0,20.0,0.0,0.0,34,3,36.3504,127.3845,241771
172,1,2,2,1,6,1,1,40.0,20.0,20.0,20.0,0.0,16,3,35.7175,127.153,243945
173,1,3,1,8,1,0,2,30.0,50.0,0.0,20.0,0.0,12,3,35.1595,126.8526,239453
174,0,1,2,8,1,3,5,60.0,20.0,10.0,10.0,0.0,65,3,37.4138,127.5183,1871078
175,0,3,2,8,8,1,2,40.0,40.0,10.0,10.0,0.0,68,3,36.4919,128.8889,442662
176,0,3,2,0,5,2,5,50.0,5.0,5.0,40.0,0.0,27,3,37.5665,126.978,1476224
177,0,3,3,1,7,1,5,40.0,30.0,10.0,20.0,0.0,49,3,37.4138,127.5183,2318045
178,1,3,4,6,0,1,2,30.0,20.0,0.0,50.0,0.0,15,3,37.4138,127.5183,2318045
179,1,0,4,7,9,2,12,25.0,25.0,25.0,25.0,0.0,58,3,35.5384,129.3114,122298
180,0,0,0,8,5,5,3,50.0,10.0,10.0,10.0,20.0,61,3,35.8714,128.6014,281916
181,0,2,4,3,9,3,5,30.0,20.0,10.0,40.0,0.0,49,3,37.5665,126.978,1406016
182,1,3,3,1,0,4,8,10.0,10.0,70.0,10.0,0.0,29,3,37.5665,126.978,1476224
183,1,0,1,6,9,2,5,85.0,0.0,15.0,0.0,0.0,6,3,37.4563,126.7052,362935
184,0,4,3,6,0,3,3,30.0,0.0,20.0,50.0,0.0,52,3,37.4138,127.5183,1819701
185,1,2,3,0,5,2,4,30.0,10.0,10.0,50.0,0.0,49,3,36.6357,127.4913,229545
186,0,2,3,6,5,4,2,30.0,60.0,10.0,0.0,0.0,31,3,37.4563,126.7052,477344
187,1,1,1,5,9,1,3,30.0,30.0,10.0,30.0,0.0,6,3,37.5665,126.978,1419153
188,0,2,1,6,5,0,4,40.0,40.0,10.0,10.0,0.0,55,3,35.5384,129.3114,177176
189,0,1,3,7,9,1,2,50.0,10.0,10.0,30.0,0.0,77,3,36.3504,127.3845,187192
190,1,3,1,5,9,3,6,50.0,0.0,0.0,50.0,0.0,61,3,35.7175,127.153,299487
191,1,3,2,1,3,5,15,40.0,0.0,30.0,30.0,0.0,22,3,37.5665,126.978,1476224
192,1,2,4,0,6,2,4,50.0,0.0,50.0,0.0,0.0,52,3,37.5665,126.978,1406016
193,0,1,3,0,5,2,10,20.0,0.0,0.0,10.0,70.0,51,3,36.4919,128.8889,258107
194,1,0,4,6,9,1,5,80.0,10.0,0.0,10.0,0.0,27,3,37.5665,126.978,1350822
195,0,4,2,1,6,2,3,50.0,0.0,50.0,0.0,0.0,50,3,34.816,126.4629,304757
196,1,1,2,6,5,2,13,50.0,0.0,0.0,50.0,0.0,15,3,35.1595,126.8526,173371
197,1,0,1,8,5,6,6,30.0,50.0,0.0,20.0,0.0,61,3,37.4563,126.7052,362935
198,0,0,0,5,0,2,6,40.0,10.0,20.0,30.0,0.0,69,3,36.48,127.289,37758
199,1,3,4,0,6,1,4,10.0,70.0,10.0,10.0,0.0,49,3,37.5665,126.978,1476224
200,1,4,4,0,1,3,8,50.0,20.0,10.0,20.0,0.0,49,3,37.5665,126.978,1301333
201,0,2,1,8,0,2,5,60.0,0.0,10.0,30.0,0.0,53,3,37.4138,127.5183,2243227
202,1,1,2,5,9,8,14,40.0,10.0,20.0,30.0,0.0,61,3,37.4563,126.7052,410863
203,0,2,3,0,5,3,3,0.0,0.0,0.0,0.0,100.0,18,3,35.4606,128.2132,502738
204,1,4,2,7,1,3,3,0.0,30.0,0.0,70.0,0.0,82,3,35.8714,128.6014,364425
205,1,2,2,5,1,2,6,70.0,5.0,5.0,20.0,0.0,79,3,37.5665,126.978,1406016
206,1,1,2,0,5,2,6,90.0,0.0,0.0,10.0,0.0,25,3,36.5184,126.8,250194
207,0,3,2,3,9,4,0,50.0,10.0,20.0,20.0,0.0,31,3,36.4919,128.8889,442662
208,0,1,1,0,1,2,4,50.0,20.0,30.0,0.0,0.0,43,3,37.4138,127.5183,1871078
209,1,4,1,1,0,5,5,0.0,80.0,0.0,20.0,0.0,12,3,35.8714,128.6014,364425
210,0,1,3,5,0,4,5,50.0,0.0,10.0,40.0,0.0,3,3,37.4138,127.5183,1871078
211,1,3,2,0,1,3,5,30.0,70.0,0.0,0.0,0.0,32,3,37.5665,126.978,1476224
212,1,0,1,7,0,2,4,20.0,0.0,20.0,60.0,0.0,15,3,35.8714,128.6014,281916
213,0,0,0,6,4,3,8,70.0,0.0,0.0,30.0,0.0,61,3,35.4606,128.2132,322143
214,0,2,2,6,5,2,10,70.0,10.0,0.0,20.0,0.0,63,3,36.3504,127.3845,218887
215,0,0,3,0,1,2,5,40.0,10.0,20.0,30.0,0.0,65,3,36.48,127.289,37758
216,1,0,3,8,6,14,14,50.0,0.0,30.0,20.0,0.0,6,3,37.4563,126.7052,362935
217,1,2,3,6,5,1,3,10.0,30.0,60.0,0.0,0.0,27,3,37.4138,127.5183,2243227
218,1,2,2,0,9,2,4,40.0,0.0,0.0,60.0,0.0,43,3,36.48,127.289,76961
219,1,2,2,6,8,1,3,50.0,50.0,0.0,0.0,0.0,4,3,35.4606,128.2132,502738
220,1,1,2,6,1,2,3,20.0,80.0,0.0,0.0,0.0,84,3,36.6357,127.4913,187136
221,1,4,3,1,0,3,5,30.0,40.0,10.0,20.0,0.0,31,3,36.4919,128.8889,448137
222,0,2,2,8,8,6,8,50.0,10.0,30.0,10.0,0.0,29,3,35.5384,129.3114,177176
223,1,0,3,5,0,2,5,40.0,10.0,10.0,40.0,0.0,34,3,35.4606,128.2132,322143
224,1,0,1,8,3,16,12,90.0,5.0,5.0,0.0,0.0,52,3,35.1595,126.8526,190483
225,1,4,2,1,5,4,6,20.0,10.0,30.0,10.0,30.0,83,3,37.4138,127.5183,1819701
226,1,1,2,8,7,1,1,0.0,100.0,0.0,0.0,0.0,12,3,35.4606,128.2132,348910
227,0,2,2,6,5,1,3,90.0,0.0,0.0,10.0,0.0,0,3,37.4563,126.7052,477344
228,0,4,1,1,5,6,6,35.0,30.0,0.0,35.0,0.0,3,3,36.4919,128.8889,448137
229,0,4,4,1,9,6,8,25.0,35.0,30.0,10.0,0.0,12,3,35.8714,128.6014,364425
230,0,3,1,1,8,3,0,10.0,60.0,0.0,30.0,0.0,5,3,37.5665,126.978,1476224
231,1,2,1,3,5,3,6,30.0,0.0,50.0,20.0,0.0,52,3,36.5184,126.8,322451
232,1,2,3,0,4,3,5,30.0,20.0,0.0,50.0,0.0,5,3,37.4138,127.5183,2243227
233,1,4,3,1,9,3,5,40.0,30.0,30.0,0.0,0.0,47,3,37.5665,126.978,1301333
234,1,4,3,0,1,1,2,20.0,30.0,35.0,15.0,0.0,30,3,37.8228,128.1555,274254
235,1,4,1,5,6,3,6,80.0,0.0,0.0,20.0,0.0,70,3,34.816,126.4629,304757
236,1,2,1,0,8,4,3,20.0,20.0,10.0,50.0,0.0,49,3,35.7175,127.153,243945
237,0,2,2,7,6,1,2,50.0,0.0,0.0,50.0,0.0,61,3,36.5184,126.8,322451
238,1,0,1,0,6,3,8,10.0,20.0,20.0,50.0,0.0,79,3,36.5184,126.8,225170
239,1,3,4,5,0,3,8,40.0,0.0,30.0,0.0,30.0,29,3,37.5665,126.978,1476224
240,0,2,3,8,0,4,5,50.0,0.0,30.0,20.0,0.0,61,3,35.8714,128.6014,354272
241,0,4,4,1,6,3,1,30.0,20.0,20.0,30.0,0.0,5,3,37.4138,127.5183,1819701
242,1,2,1,5,6,10,12,40.0,0.0,0.0,60.0,0.0,6,3,35.1796,129.0756,481534
243,0,2,3,1,0,1,4,20.0,30.0,30.0,20.0,0.0,5,3,35.1796,129.0756,481534
244,1,0,2,6,5,2,5,40.0,30.0,20.0,10.0,0.0,59,3,35.4606,128.2132,322143
245,1,2,1,8,5,8,15,90.0,0.0,0.0,10.0,0.0,61,3,37.4138,127.5183,2243227
246,0,4,3,5,9,3,1,10.0,40.0,10.0,40.0,0.0,55,3,37.4138,127.5183,1819701
247,1,1,4,0,6,2,2,30.0,20.0,0.0,0.0,50.0,6,3,35.1796,129.0756,389098
248,1,2,2,0,5,5,18,60.0,10.0,0.0,30.0,0.0,49,3,37.5665,126.978,1406016
249,0,3,3,5,9,2,4,20.0,0.0,50.0,30.0,0.0,57,3,35.8714,128.6014,418120
250,0,3,4,0,1,4,8,50.0,0.0,30.0,20.0,0.0,61,3,37.4563,126.7052,511852
251,1,3,2,0,1,6,8,25.0,0.0,45.0,30.0,0.0,12,3,37.4563,126.7052,511852
252,0,0,4,1,9,5,5,60.0,20.0,0.0,20.0,0.0,0,3,36.6357,127.4913,181330
253,0,1,4,0,7,2,4,50.0,20.0,0.0,30.0,0.0,27,3,37.5665,126.978,1419153
254,0,0,0,0,9,1,5,40.0,1.0,1.0,38.0,20.0,43,3,37.4138,127.5183,1677623
255,1,4,3,5,0,2,5,30.0,10.0,10.0,50.0,0.0,12,3,37.4138,127.5183,1819701
256,1,3,1,8,5,1,2,20.0,0.0,80.0,0.0,0.0,33,3,37.4138,127.5183,2318045
257,0,4,1,0,5,1,2,50.0,20.0,0.0,30.0,0.0,34,3,37.4138,127.5183,1819701
258,0,1,1,5,7,4,10,30.0,10.0,40.0,20.0,0.0,30,3,37.4138,127.5183,1871078
259,0,3,3,5,1,3,10,60.0,10.0,0.0,30.0,0.0,49,3,37.5665,126.978,1476224
260,1,3,4,1,4,4,10,30.0,20.0,20.0,30.0,0.0,34,3,37.5665,126.978,1476224
