,성별,연령대,가구소득정도,사용목적1순위값,사용목적2순위값,평일일평균레저시간값,주말일평균레저시간값,휴식오락사용비율,취미사용비율,본인계발사용비율,대인관계교제사용비율,기타사용비율,관심레저활동1순위값,계절,위도,경도,또래인구수
12646,1,0,1,5,9,1,3,50.0,30.0,20.0,0.0,0.0,35,0,37.4138,127.5183,1677623
12647,1,0,1,6,4,0,1,50.0,30.0,10.0,10.0,0.0,69,0,36.3504,127.3845,198812
12648,1,0,2,8,6,6,8,80.0,10.0,10.0,0.0,0.0,6,0,37.4138,127.5183,1677623
12649,1,0,1,0,5,5,9,40.0,10.0,10.0,40.0,0.0,14,0,37.4138,127.5183,1677623
12650,1,0,2,4,7,5,3,20.0,20.0,30.0,30.0,0.0,59,0,37.5665,126.978,1350822
12651,1,0,2,4,6,5,12,0.0,10.0,30.0,60.0,0.0,15,0,37.4138,127.5183,1677623
12652,1,0,1,8,1,10,10,60.0,30.0,0.0,10.0,0.0,84,0,34.816,126.4629,177840
12653,1,0,2,5,3,8,14,100.0,0.0,0.0,0.0,0.0,33,0,37.4138,127.5183,1677623
12654,1,0,4,4,9,2,4,30.0,20.0,0.0,50.0,0.0,59,0,37.4138,127.5183,1677623
12655,1,0,2,6,0,5,10,20.0,20.0,20.0,40.0,0.0,58,0,37.4138,127.5183,1677623
12656,1,0,2,7,7,0,1,0.0,0.0,0.0,100.0,0.0,75,0,34.816,126.4629,177840
12657,1,0,3,6,9,2,10,10.0,80.0,5.0,5.0,0.0,29,0,37.5665,126.978,1350822
12658,1,0,4,6,9,4,8,50.0,10.0,30.0,10.0,0.0,1,0,36.6357,127.4913,181330
12659,1,0,2,3,9,1,2,80.0,20.0,0.0,0.0,0.0,81,0,36.3504,127.3845,198812
12660,1,0,0,4,5,6,8,30.0,0.0,10.0,60.0,0.0,61,0,37.4138,127.5183,1677623
12661,0,2,1,3,0,5,5,50.0,10.0,10.0,30.0,0.0,63,0,37.5665,126.978,1406016
12662,1,4,2,5,9,1,7,70.0,0.0,0.0,30.0,0.0,49,0,37.5665,126.978,1301333
12663,1,0,2,8,4,3,0,0.0,10.0,80.0,10.0,0.0,84,0,37.5665,126.978,1350822
12664,1,0,0,3,5,5,7,80.0,0.0,0.0,20.0,0.0,61,0,37.5665,126.978,1350822
12665,1,3,4,5,0,6,6,40.0,20.0,20.0,20.0,0.0,69,0,37.5665,126.978,1476224
12666,0,3,1,5,0,2,3,40.0,20.0,20.0,20.0,0.0,83,0,37.4138,127.5183,2318045
12667,0,4,1,8,5,2,2,20.0,0.0,40.0,40.0,0.0,5,0,37.5665,126.978,1301333
12668,1,3,2,6,5,1,3,10.0,20.0,20.0,50.0,0.0,59,0,37.5665,126.978,1476224
12669,1,3,4,8,5,2,6,50.0,0.0,0.0,50.0,0.0,52,0,37.5665,126.978,1476224
12670,1,2,3,8,0,1,4,50.0,50.0,0.0,0.0,0.0,82,0,37.5665,126.978,1406016
12671,1,2,4,6,9,2,0,50.0,0.0,50.0,0.0,0.0,6,0,37.5665,126.978,1406016
12672,0,1,4,5,0,0,8,40.0,20.0,20.0,20.0,0.0,30,0,37.5665,126.978,1419153
12673,0,3,4,1,5,1,3,50.0,20.0,0.0,30.0,0.0,15,0,37.5665,126.978,1476224
12674,1,3,2,6,9,3,3,30.0,30.0,0.0,40.0,0.0,82,0,37.5665,126.978,1476224
12675,1,2,3,7,0,2,5,20.0,40.0,10.0,30.0,0.0,12,0,37.5665,126.978,1406016
12676,1,1,1,4,1,3,8,50.0,0.0,0.0,50.0,0.0,3,0,37.5665,126.978,1419153
12677,0,3,4,5,9,2,3,50.0,0.0,20.0,30.0,0.0,34,0,37.5665,126.978,1476224
12678,0,4,3,1,0,4,3,20.0,20.0,30.0,30.0,0.0,48,0,37.5665,126.978,1301333
12679,1,4,4,8,3,5,5,40.0,30.0,10.0,20.0,0.0,59,0,37.5665,126.978,1301333
12680,0,4,1,1,7,2,4,0.0,0.0,0.0,0.0,100.0,15,0,37.5665,126.978,1301333
12681,1,1,2,1,7,1,1,90.0,10.0,0.0,0.0,0.0,66,0,37.5665,126.978,1419153
12682,1,4,1,8,5,2,5,70.0,10.0,0.0,20.0,0.0,30,0,37.5665,126.978,1301333
12683,1,3,2,0,5,4,6,20.0,20.0,10.0,50.0,0.0,75,0,37.5665,126.978,1476224
12684,0,0,1,6,1,1,6,40.0,20.0,20.0,20.0,0.0,61,0,37.5665,126.978,1350822
12685,0,1,1,0,5,1,1,60.0,15.0,5.0,20.0,0.0,30,0,37.5665,126.978,1419153
12686,1,4,2,8,1,5,8,10.0,40.0,30.0,20.0,0.0,63,0,37.5665,126.978,1301333
12687,0,4,4,7,0,3,5,30.0,30.0,20.0,20.0,0.0,68,0,37.5665,126.978,1301333
12688,1,4,3,8,1,3,7,0.0,20.0,80.0,0.0,0.0,49,0,37.5665,126.978,1301333
12689,0,0,4,6,8,2,4,35.0,5.0,55.0,5.0,0.0,49,0,37.5665,126.978,1350822
12690,0,4,1,6,3,5,6,60.0,35.0,0.0,5.0,0.0,61,0,37.5665,126.978,1301333
12691,1,4,1,1,9,5,3,50.0,10.0,10.0,30.0,0.0,79,0,37.5665,126.978,1301333
12692,1,0,1,0,5,3,5,50.0,30.0,0.0,20.0,0.0,66,0,37.5665,126.978,1350822
12693,1,4,2,4,9,3,5,30.0,50.0,0.0,20.0,0.0,10,0,37.5665,126.978,1301333
12694,1,4,1,1,9,2,2,30.0,20.0,0.0,20.0,30.0,84,0,36.4919,128.8889,448137
12695,0,3,4,8,0,6,6,50.0,20.0,10.0,20.0,0.0,5,0,37.5665,126.978,1476224
12696,0,3,4,8,8,4,2,15.0,5.0,80.0,0.0,0.0,29,0,37.5665,126.978,1476224
12697,1,3,0,0,6,1,1,45.0,30.0,20.0,5.0,0.0,3,0,37.5665,126.978,1476224
12698,0,4,1,8,0,4,4,70.0,10.0,0.0,20.0,0.0,52,0,37.4138,127.5183,1819701
12699,0,2,4,5,0,4,4,50.0,20.0,10.0,20.0,0.0,55,0,37.4563,126.7052,477344
12700,0,3,4,0,8,1,2,0.0,30.0,50.0,20.0,0.0,12,0,35.4606,128.2132,580017
12701,1,1,1,5,4,0,2,50.0,0.0,0.0,50.0,0.0,75,0,35.4606,128.2132,348910
12702,1,2,0,4,0,4,12,15.0,10.0,20.0,55.0,0.0,66,0,35.5384,129.3114,177176
12703,0,2,2,0,1,4,12,40.0,40.0,0.0,20.0,0.0,31,0,37.4563,126.7052,477344
12704,0,1,3,0,4,1,1,50.0,0.0,0.0,50.0,0.0,34,0,35.5384,129.3114,136439
12705,0,3,1,0,1,3,8,60.0,0.0,10.0,30.0,0.0,5,0,35.1796,129.0756,537918
12706,1,3,2,8,1,10,10,10.0,40.0,30.0,20.0,0.0,33,0,36.3504,127.3845,241771
12707,0,1,3,5,0,3,10,50.0,20.0,10.0,20.0,0.0,34,0,37.4138,127.5183,1871078
12708,1,2,1,5,3,3,3,20.0,0.0,0.0,80.0,0.0,6,0,36.5184,126.8,322451
12709,1,3,3,5,9,1,6,20.0,50.0,30.0,0.0,0.0,26,0,37.8228,128.1555,260923
12710,1,4,2,3,5,6,8,60.0,0.0,10.0,30.0,0.0,10,0,35.7175,127.153,283963
12711,0,2,4,0,5,4,8,50.0,10.0,0.0,40.0,0.0,43,0,34.816,126.4629,239871
12712,0,0,2,7,3,3,10,90.0,0.0,0.0,10.0,0.0,79,0,36.4919,128.8889,247746
12713,1,3,4,1,5,2,5,20.0,50.0,10.0,20.0,0.0,5,0,37.4138,127.5183,2318045
12714,1,2,1,8,6,10,10,10.0,50.0,0.0,40.0,0.0,31,0,35.4606,128.2132,502738
12715,1,1,1,8,8,2,2,20.0,30.0,40.0,10.0,0.0,46,0,37.5665,126.978,1419153
12716,0,0,4,8,8,2,6,50.0,10.0,10.0,30.0,0.0,68,0,37.4138,127.5183,1677623
12717,0,4,1,1,0,2,9,20.0,0.0,0.0,80.0,0.0,15,0,35.7175,127.153,283963
12718,1,1,3,8,5,1,3,20.0,40.0,20.0,20.0,0.0,29,0,35.8714,128.6014,278986
12719,0,1,2,6,5,2,5,45.0,20.0,20.0,15.0,0.0,79,0,36.4919,128.8889,258107
12720,0,3,3,6,3,3,10,20.0,20.0,20.0,20.0,20.0,66,0,37.5665,126.978,1476224
12721,1,3,2,0,5,4,8,50.0,20.0,0.0,30.0,0.0,15,0,37.5665,126.978,1476224
12722,0,0,1,4,7,2,4,50.0,0.0,0.0,50.0,0.0,54,0,35.4606,128.2132,322143
12723,1,2,3,0,9,2,6,30.0,10.0,0.0,60.0,0.0,43,0,37.4138,127.5183,2243227
12724,0,3,3,0,9,2,6,10.0,40.0,20.0,30.0,0.0,73,0,36.6357,127.4913,271144
12725,1,1,0,2,7,1,1,1.0,1.0,1.0,1.0,96.0,18,0,36.6357,127.4913,187136
12726,1,4,4,0,1,3,5,20.0,30.0,30.0,20.0,0.0,3,0,37.4138,127.5183,1819701
12727,0,3,1,0,6,2,4,20.0,20.0,10.0,50.0,0.0,16,0,37.4138,127.5183,2318045
12728,0,3,1,3,7,2,5,30.0,50.0,5.0,15.0,0.0,52,0,35.8714,128.6014,418120
12729,0,1,2,6,9,1,3,20.0,0.0,80.0,0.0,0.0,29,0,37.4138,127.5183,1871078
12730,0,2,4,0,6,5,10,20.0,20.0,50.0,10.0,0.0,33,0,35.8714,128.6014,354272
12731,1,0,1,8,1,4,6,40.0,30.0,0.0,30.0,0.0,84,0,33.4996,126.5312,73863
12732,0,0,4,6,9,5,10,30.0,30.0,25.0,15.0,0.0,27,0,35.8714,128.6014,281916
12733,0,0,1,6,1,2,8,40.0,40.0,0.0,20.0,0.0,0,0,35.1595,126.8526,190483
12734,1,1,4,5,0,6,12,50.0,15.0,10.0,25.0,0.0,61,0,37.4138,127.5183,1871078
12735,1,0,1,8,0,4,8,50.0,10.0,10.0,30.0,0.0,61,0,35.4606,128.2132,322143
12736,1,1,4,6,7,1,1,100.0,0.0,0.0,0.0,0.0,15,0,35.7175,127.153,172410
12737,0,3,3,0,9,4,5,50.0,20.0,0.0,30.0,0.0,53,0,36.4919,128.8889,442662
12738,0,2,2,5,0,2,8,30.0,10.0,10.0,40.0,10.0,25,0,37.5665,126.978,1406016
12739,0,0,1,8,5,1,3,50.0,0.0,0.0,50.0,0.0,83,0,36.3504,127.3845,198812
12740,1,4,1,8,7,2,4,50.0,0.0,30.0,0.0,20.0,15,0,37.4138,127.5183,1819701
12741,0,0,1,5,3,6,12,60.0,30.0,0.0,10.0,0.0,6,0,35.1796,129.0756,376716
12742,1,0,0,3,7,2,4,100.0,0.0,0.0,0.0,0.0,6,0,35.1796,129.0756,376716
12743,1,1,1,6,5,3,3,50.0,0.0,20.0,30.0,0.0,72,0,35.5384,129.3114,136439
12744,0,0,1,8,0,5,10,30.0,10.0,0.0,60.0,0.0,3,0,35.1796,129.0756,376716
12745,0,2,2,8,0,6,8,30.0,50.0,5.0,15.0,0.0,76,0,35.7175,127.153,243945
12746,0,4,2,1,9,3,5,30.0,40.0,20.0,10.0,0.0,62,0,36.5184,126.8,323902
12747,1,3,2,1,7,1,3,20.0,10.0,10.0,30.0,30.0,12,0,37.4138,127.5183,2318045
12748,1,4,2,7,0,3,8,10.0,20.0,50.0,20.0,0.0,59,0,37.4138,127.5183,1819701
12749,0,1,0,8,6,2,5,30.0,30.0,40.0,0.0,0.0,16,0,34.816,126.4629,169028
12750,0,1,2,6,5,3,8,90.0,0.0,0.0,10.0,0.0,27,0,34.816,126.4629,169028
12751,1,1,2,6,9,1,0,20.0,80.0,0.0,0.0,0.0,14,0,37.5665,126.978,1419153
12752,0,0,2,6,5,4,8,50.0,20.0,20.0,10.0,0.0,52,0,36.5184,126.8,225170
12753,0,3,4,0,9,2,6,20.0,10.0,10.0,60.0,0.0,10,0,34.816,126.4629,309036
12754,1,3,4,8,5,3,6,40.0,20.0,20.0,20.0,0.0,61,0,37.4563,126.7052,511852
12755,1,4,2,1,0,2,3,15.0,20.0,30.0,35.0,0.0,49,0,37.4138,127.5183,1819701
12756,0,2,1,5,9,4,8,70.0,30.0,0.0,0.0,0.0,27,0,37.4563,126.7052,477344
12757,0,2,2,5,6,3,3,0.0,10.0,80.0,10.0,0.0,75,0,36.5184,126.8,322451
12758,0,3,1,5,1,3,6,0.0,40.0,0.0,60.0,0.0,15,0,37.4138,127.5183,2318045
12759,1,2,4,0,5,1,8,10.0,10.0,20.0,60.0,0.0,77,0,36.6357,127.4913,229545
12760,0,1,0,1,8,3,1,50.0,0.0,50.0,0.0,0.0,69,0,37.8228,128.1555,157997
12761,0,0,1,0,8,6,16,10.0,10.0,20.0,60.0,0.0,61,0,35.4606,128.2132,322143
12762,0,3,4,1,6,3,8,50.0,30.0,10.0,10.0,0.0,27,0,37.4138,127.5183,2318045
12763,0,1,0,5,3,5,5,100.0,0.0,0.0,0.0,0.0,27,0,37.4138,127.5183,1871078
12764,1,4,1,0,3,1,3,40.0,30.0,20.0,10.0,0.0,5,0,35.1595,126.8526,184047
12765,1,4,2,1,9,3,4,50.0,20.0,20.0,10.0,0.0,29,0,35.4606,128.2132,527532
12766,1,2,4,0,1,3,6,30.0,50.0,0.0,20.0,0.0,15,0,37.4138,127.5183,2243227
12767,0,4,1,1,4,3,5,0.0,0.0,20.0,80.0,0.0,75,0,37.4138,127.5183,1819701
12768,1,4,1,7,4,3,3,60.0,10.0,10.0,20.0,0.0,32,0,37.4563,126.7052,438663
12769,1,2,2,5,0,1,4,98.0,1.0,1.0,0.0,0.0,83,0,35.1796,129.0756,481534
12770,1,3,4,3,9,3,12,100.0,0.0,0.0,0.0,0.0,6,0,37.5665,126.978,1476224
12771,0,3,2,7,1,2,5,20.0,10.0,40.0,30.0,0.0,50,0,36.3504,127.3845,241771
12772,0,0,2,5,6,3,8,45.0,30.0,20.0,5.0,0.0,61,0,35.4606,128.2132,322143
12773,1,2,4,8,5,5,1,0.0,80.0,15.0,5.0,0.0,84,0,35.4606,128.2132,502738
12774,1,3,2,8,1,1,1,20.0,5.0,5.0,70.0,0.0,3,0,37.4138,127.5183,2318045
12775,0,0,3,0,5,2,3,50.0,50.0,0.0,0.0,0.0,27,0,35.4606,128.2132,322143
12776,1,2,2,6,1,2,1,20.0,60.0,10.0,10.0,0.0,32,0,37.4563,126.7052,477344
12777,1,4,4,5,0,3,8,50.0,0.0,0.0,50.0,0.0,51,0,35.4606,128.2132,527532
12778,0,4,2,1,8,8,7,10.0,60.0,20.0,10.0,0.0,5,0,37.5665,126.978,1301333
12779,0,2,2,5,0,4,2,40.0,10.0,10.0,40.0,0.0,80,0,37.4563,126.7052,477344
12780,0,4,4,1,9,5,4,10.0,50.0,10.0,30.0,0.0,55,0,36.3504,127.3845,201181
12781,1,2,1,8,7,2,10,100.0,0.0,0.0,0.0,0.0,63,0,37.4138,127.5183,2243227
12782,1,1,2,5,9,1,1,100.0,0.0,0.0,0.0,0.0,53,0,37.5665,126.978,1419153
12783,1,1,2,0,1,5,16,30.0,10.0,10.0,50.0,0.0,84,0,36.4919,128.8889,258107
12784,0,1,3,0,9,1,4,10.0,90.0,0.0,0.0,0.0,47,0,35.4606,128.2132,348910
12785,1,1,4,4,3,2,4,50.0,20.0,20.0,10.0,0.0,7,0,37.4138,127.5183,1871078
12786,0,2,1,6,3,4,8,80.0,0.0,0.0,20.0,0.0,76,0,37.5665,126.978,1406016
12787,1,4,2,1,9,4,4,20.0,50.0,15.0,15.0,0.0,49,0,37.8228,128.1555,274254
12788,1,0,0,6,7,0,6,90.0,10.0,0.0,0.0,0.0,82,0,37.4138,127.5183,1677623
12789,1,1,2,6,5,4,8,100.0,0.0,0.0,0.0,0.0,25,0,37.4563,126.7052,410863
12790,0,1,1,5,8,2,6,50.0,20.0,10.0,20.0,0.0,84,0,35.4606,128.2132,348910
12791,1,4,3,1,6,2,4,50.0,25.0,0.0,25.0,0.0,73,0,33.4996,126.5312,93144
12792,1,2,1,0,5,1,2,40.0,20.0,40.0,0.0,0.0,66,0,37.8228,128.1555,207692
12793,0,2,1,5,4,2,2,30.0,10.0,30.0,30.0,0.0,10,0,35.5384,129.3114,177176
12794,0,4,1,1,5,5,5,20.0,30.0,40.0,10.0,0.0,63,0,35.1796,129.0756,557851
12795,0,2,1,5,7,1,6,50.0,0.0,0.0,50.0,0.0,15,0,35.7175,127.153,243945
12796,1,3,3,0,7,0,0,30.0,30.0,0.0,40.0,0.0,82,0,35.7175,127.153,299487
12797,0,4,4,0,5,2,5,30.0,30.0,20.0,20.0,0.0,43,0,37.4138,127.5183,1819701
12798,1,1,4,0,7,2,12,30.0,0.0,0.0,70.0,0.0,63,0,37.4138,127.5183,1871078
12799,1,3,3,0,5,1,3,30.0,20.0,20.0,30.0,0.0,66,0,36.48,127.289,54256
12800,0,3,0,5,7,3,3,70.0,5.0,10.0,10.0,5.0,25,0,37.4138,127.5183,2318045
12801,0,2,4,3,5,3,8,30.0,30.0,25.0,15.0,0.0,29,0,37.4138,127.5183,2243227
12802,1,3,1,5,8,1,5,55.0,10.0,10.0,25.0,0.0,29,0,37.4138,127.5183,2318045
12803,0,3,4,5,1,1,8,10.0,40.0,20.0,30.0,0.0,30,0,35.4606,128.2132,580017
12804,0,3,4,8,1,3,8,30.0,10.0,5.0,30.0,25.0,46,0,37.5665,126.978,1476224
12805,1,3,4,6,4,3,3,50.0,0.0,0.0,50.0,0.0,12,0,36.4919,128.8889,442662
12806,1,4,2,1,4,3,3,30.0,50.0,0.0,0.0,20.0,23,0,35.4606,128.2132,527532
12807,0,4,4,1,9,4,5,20.0,30.0,10.0,40.0,0.0,15,0,37.5665,126.978,1301333
12808,0,2,2,1,5,1,1,30.0,70.0,0.0,0.0,0.0,65,0,37.5665,126.978,1406016
12809,1,0,0,8,8,4,6,90.0,0.0,10.0,0.0,0.0,33,0,35.4606,128.2132,322143
12810,1,3,4,1,4,4,12,50.0,25.0,0.0,25.0,0.0,10,0,37.4563,126.7052,511852
12811,1,0,1,6,0,2,2,20.0,20.0,20.0,40.0,0.0,7,0,37.4563,126.7052,362935
12812,0,3,1,8,1,1,9,0.0,50.0,20.0,30.0,0.0,23,0,37.4563,126.7052,511852
12813,0,3,2,8,6,2,2,25.0,25.0,25.0,25.0,0.0,74,0,36.4919,128.8889,442662
12814,1,2,2,8,0,3,12,30.0,50.0,0.0,20.0,0.0,54,0,37.4563,126.7052,477344
12815,0,3,1,1,9,1,2,50.0,0.0,40.0,10.0,0.0,5,0,37.4138,127.5183,2318045
12816,1,4,2,0,1,7,7,20.0,40.0,30.0,10.0,0.0,10,0,35.1796,129.0756,557851
12817,0,3,2,0,1,3,0,40.0,20.0,20.0,20.0,0.0,5,0,35.5384,129.3114,203819
12818,1,4,1,6,5,5,5,30.0,30.0,10.0,30.0,0.0,80,0,34.816,126.4629,304757
12819,1,1,1,1,9,2,4,70.0,30.0,0.0,0.0,0.0,84,0,37.4138,127.5183,1871078
12820,1,4,4,0,5,2,8,50.0,20.0,30.0,0.0,0.0,29,0,37.5665,126.978,1301333
12821,0,4,1,1,5,3,2,30.0,20.0,30.0,20.0,0.0,43,0,37.5665,126.978,1301333
12822,0,1,2,6,5,5,10,20.0,0.0,10.0,70.0,0.0,79,0,37.4563,126.7052,410863
12823,0,4,2,1,5,7,7,30.0,20.0,20.0,30.0,0.0,61,0,35.1796,129.0756,557851
12824,1,4,1,5,4,1,2,50.0,5.0,15.0,30.0,0.0,10,0,36.48,127.289,37106
12825,0,4,0,8,8,1,3,30.0,0.0,70.0,0.0,0.0,50,0,37.4563,126.7052,438663
12826,0,2,3,4,1,3,4,30.0,10.0,10.0,50.0,0.0,31,0,37.4138,127.5183,2243227
12827,0,2,4,8,6,2,3,50.0,50.0,0.0,0.0,0.0,15,0,36.5184,126.8,322451
12828,1,2,4,0,4,1,4,20.0,20.0,10.0,50.0,0.0,12,0,35.8714,128.6014,354272
12829,0,2,1,5,0,5,8,60.0,0.0,20.0,20.0,0.0,27,0,36.4919,128.8889,355520
12830,1,3,2,8,4,4,8,50.0,10.0,10.0,30.0,0.0,79,0,37.4138,127.5183,2318045
12831,1,2,4,5,1,6,6,30.0,40.0,20.0,10.0,0.0,49,0,35.4606,128.2132,502738
12832,0,3,3,7,0,3,3,30.0,10.0,30.0,20.0,10.0,5,0,35.8714,128.6014,418120
12833,0,4,2,1,9,3,4,30.0,20.0,20.0,10.0,20.0,55,0,35.8714,128.6014,364425
12834,1,3,2,6,0,1,3,30.0,0.0,0.0,70.0,0.0,15,0,37.4138,127.5183,2318045
12835,0,2,1,5,0,3,12,100.0,0.0,0.0,0.0,0.0,50,0,35.1796,129.0756,481534
12836,0,0,1,5,6,8,12,100.0,0.0,0.0,0.0,0.0,62,0,37.4563,126.7052,362935
12837,0,1,4,0,5,5,10,50.0,10.0,10.0,30.0,0.0,83,0,37.4138,127.5183,1871078
12838,1,4,4,1,9,2,12,25.0,25.0,30.0,20.0,0.0,31,0,36.48,127.289,37106
12839,0,4,2,1,5,2,14,20.0,60.0,10.0,10.0,0.0,31,0,37.5665,126.978,1301333
12840,1,4,1,0,5,2,6,30.0,0.0,0.0,70.0,0.0,49,0,37.8228,128.1555,274254
12841,0,0,3,7,5,1,4,10.0,0.0,60.0,30.0,0.0,49,0,36.4919,128.8889,247746
12842,0,1,2,8,6,4,2,50.0,50.0,0.0,0.0,0.0,81,0,35.1796,129.0756,389098
12843,0,4,2,1,9,2,5,50.0,50.0,0.0,0.0,0.0,55,0,37.5665,126.978,1301333
12844,0,0,4,5,6,1,3,30.0,0.0,0.0,70.0,0.0,79,0,33.4996,126.5312,73863
12845,1,0,1,5,0,2,8,30.0,20.0,10.0,40.0,0.0,0,0,37.5665,126.978,1350822
12846,0,2,2,6,8,6,5,50.0,15.0,10.0,25.0,0.0,16,0,35.5384,129.3114,177176
12847,1,4,4,8,1,2,4,50.0,50.0,0.0,0.0,0.0,5,0,37.4138,127.5183,1819701
12848,0,4,4,0,8,2,8,30.0,0.0,50.0,0.0,20.0,29,0,35.4606,128.2132,527532
12849,1,0,1,5,7,2,10,100.0,0.0,0.0,0.0,0.0,27,0,37.5665,126.978,1350822
12850,0,2,3,5,3,1,3,40.0,40.0,20.0,0.0,0.0,61,0,37.4563,126.7052,477344
12851,1,0,2,6,7,3,9,30.0,30.0,0.0,40.0,0.0,84,0,37.5665,126.978,1350822
12852,0,3,2,1,9,4,3,30.0,10.0,20.0,40.0,0.0,75,0,34.816,126.4629,309036
12853,1,2,1,3,9,3,5,50.0,30.0,20.0,0.0,0.0,63,0,37.5665,126.978,1406016
12854,1,1,2,5,9,1,5,50.0,0.0,0.0,50.0,0.0,52,0,36.3504,127.3845,187192
12855,0,2,1,6,4,1,6,50.0,0.0,20.0,30.0,0.0,5,0,37.5665,126.978,1406016
12856,1,3,4,8,0,1,6,50.0,20.0,10.0,20.0,0.0,5,0,35.1796,129.0756,537918
12857,1,2,2,6,9,1,5,80.0,0.0,20.0,0.0,0.0,29,0,37.4138,127.5183,2243227
12858,1,1,3,0,5,4,12,70.0,0.0,0.0,30.0,0.0,61,0,37.4138,127.5183,1871078
12859,1,3,1,4,8,1,2,30.0,50.0,0.0,20.0,0.0,68,0,36.4919,128.8889,442662
12860,0,4,3,1,0,5,8,40.0,40.0,0.0,20.0,0.0,65,0,36.6357,127.4913,257216
12861,1,1,1,5,0,5,12,50.0,10.0,10.0,30.0,0.0,70,0,36.6357,127.4913,187136
12862,1,0,1,8,5,4,15,50.0,10.0,10.0,30.0,0.0,49,0,37.4138,127.5183,1677623
12863,0,1,1,5,6,4,8,20.0,10.0,20.0,50.0,0.0,5,0,36.4919,128.8889,258107
12864,0,3,3,5,0,1,8,25.0,30.0,15.0,30.0,0.0,15,0,37.5665,126.978,1476224
12865,1,3,3,4,5,5,5,10.0,10.0,10.0,70.0,0.0,5,0,37.4138,127.5183,2318045
12866,1,1,4,8,0,4,12,20.0,10.0,10.0,60.0,0.0,49,0,36.3504,127.3845,187192
12867,0,4,3,1,0,4,6,10.0,40.0,0.0,30.0,20.0,32,0,37.4563,126.7052,438663
12868,1,2,2,4,6,1,3,30.0,30.0,0.0,40.0,0.0,14,0,37.4563,126.7052,477344
12869,0,0,2,7,5,3,2,80.0,0.0,0.0,20.0,0.0,37,0,35.4606,128.2132,322143
12870,0,0,1,8,7,5,10,40.0,40.0,20.0,0.0,0.0,80,0,37.5665,126.978,1350822
12871,1,0,2,4,3,3,15,50.0,30.0,0.0,20.0,0.0,84,0,36.6357,127.4913,181330
12872,1,2,1,1,0,2,8,80.0,0.0,0.0,20.0,0.0,61,0,36.5184,126.8,322451
12873,1,1,2,7,9,8,8,50.0,10.0,20.0,20.0,0.0,25,0,35.4606,128.2132,348910
12874,1,0,0,3,4,4,10,40.0,10.0,30.0,20.0,0.0,61,0,37.4138,127.5183,1677623
12875,1,1,2,8,5,3,10,50.0,10.0,5.0,35.0,0.0,79,0,35.8714,128.6014,278986
12876,0,2,1,8,7,5,5,50.0,10.0,10.0,30.0,0.0,40,0,37.4138,127.5183,2243227
12877,0,2,1,6,9,2,6,40.0,0.0,0.0,60.0,0.0,59,0,35.1595,126.8526,226190
12878,0,3,1,5,9,2,2,50.0,0.0,0.0,40.0,10.0,15,0,37.4138,127.5183,2318045
12879,1,4,2,7,4,6,4,20.0,10.0,20.0,50.0,0.0,0,0,36.4919,128.8889,448137
12880,1,0,0,8,3,5,7,80.0,10.0,0.0,10.0,0.0,6,0,34.816,126.4629,177840
12881,1,2,3,8,4,2,4,0.0,0.0,0.0,50.0,50.0,61,0,37.4138,127.5183,2243227
12882,1,3,3,0,5,3,5,30.0,10.0,20.0,10.0,30.0,43,0,37.5665,126.978,1476224
12883,1,0,0,8,5,16,16,95.0,0.0,0.0,5.0,0.0,6,0,35.1595,126.8526,190483
12884,1,2,3,1,6,2,5,50.0,30.0,10.0,10.0,0.0,61,0,37.4138,127.5183,2243227
12885,1,4,1,0,1,3,5,0.0,0.0,0.0,100.0,0.0,31,0,36.6357,127.4913,257216
12886,1,0,1,6,9,6,10,60.0,15.0,5.0,20.0,0.0,27,0,35.7175,127.153,190387
12887,0,0,1,1,6,3,6,20.0,10.0,30.0,40.0,0.0,41,0,37.5665,126.978,1350822
12888,0,3,1,5,8,1,3,50.0,10.0,10.0,30.0,0.0,69,0,37.4138,127.5183,2318045
12889,1,3,1,4,5,4,4,90.0,0.0,0.0,10.0,0.0,52,0,35.8714,128.6014,418120
12890,1,0,1,7,1,6,12,45.0,5.0,10.0,40.0,0.0,61,0,37.4138,127.5183,1677623
12891,1,2,2,6,5,0,2,40.0,30.0,10.0,20.0,0.0,49,0,37.4138,127.5183,2243227
12892,0,2,1,6,5,2,5,80.0,20.0,0.0,0.0,0.0,27,0,36.4919,128.8889,355520
12893,0,4,2,5,1,4,6,20.0,0.0,0.0,40.0,40.0,61,0,37.4138,127.5183,1819701
12894,1,3,4,1,9,3,10,10.0,10.0,10.0,10.0,60.0,5,0,36.3504,127.3845,241771
12895,0,0,0,8,3,3,10,40.0,20.0,10.0,30.0,0.0,70,0,35.4606,128.2132,322143
12896,1,3,1,1,4,4,5,60.0,10.0,0.0,30.0,0.0,49,0,35.1595,126.8526,239453
12897,1,2,1,0,5,1,2,0.0,0.0,50.0,50.0,0.0,75,0,35.7175,127.153,243945
12898,1,2,2,6,9,3,5,50.0,5.0,30.0,15.0,0.0,44,0,35.1595,126.8526,226190
12899,0,2,2,7,5,1,3,10.0,30.0,0.0,60.0,0.0,66,0,37.4138,127.5183,2243227
12900,1,2,2,5,0,4,8,80.0,20.0,0.0,0.0,0.0,61,0,35.1796,129.0756,481534
12901,1,4,3,1,6,1,2,50.0,40.0,10.0,0.0,0.0,5,0,35.1796,129.0756,557851
