,userId,관심레저활동1순위값,관심레저활동2순위값,관심레저활동3순위값,관심레저활동4순위값,관심레저활동5순위값
7842,53370743,음악-라디오 감상,친구-이성친구 만남,반려동물 돌보기,산책-걷기,가족-친지 만남
7843,53371247,요가-필라테스 직접 하기,영상 컨텐츠 시청,어학-기술-자격증 취득,없음,없음
7844,53371275,영상 컨텐츠 시청,국내 여행,박물관 관람,독서,요리-베이킹
7845,53371389,영화관 관람,독서,낮잠자기,박물관 관람,미술관-전시관 관람
7846,53371614,영상 컨텐츠 시청,산책-걷기,SNS -인터넷 커뮤니티 활동,음주-유흥,드라이브
7847,53371627,국내 여행,종교활동,걷기-속보-조깅 직접 하기,박물관 관람,미술관-전시관 관람
7848,53371642,헬스-보디빌딩 직접 하기,걷기-속보-조깅 직접 하기,없음,없음,없음
7849,53371694,영화관 관람,어학-기술-자격증 취득,국내 여행,사회봉사활동,가족-친지 만남
7850,53371729,걷기-속보-조깅 직접 하기,만화책 보기,기타 취미-오락-휴식,없음,없음
7851,53371807,골프 직접 하기,없음,없음,없음,없음
7852,53371834,미술관-전시관 관람,음악-라디오 감상,영화관 관람,맛집-카페 탐방,미술 직접 활동 및 수강하기
7853,53371850,종교활동,수다-잡담하기,영상 컨텐츠 시청,없음,없음
7854,53371970,음악 공연 관람,쇼핑,SNS -인터넷 커뮤니티 활동,친구-이성친구 만남,없음
7855,53372256,요리-베이킹,가족-친지 만남,영상 컨텐츠 시청,기타 자기계발-자기관리,쇼핑
7856,53372303,반려동물 돌보기,산책-걷기,영상 컨텐츠 시청,독서,기타 자기계발-자기관리
7857,53372307,미술관-전시관 관람,어학-기술-자격증 취득,수다-잡담하기,없음,없음
7858,53372850,영화관 관람,낮잠자기,없음,없음,없음
7859,53373424,게임,맛집-카페 탐방,종교활동,영화관 관람,사회봉사활동
7860,53373548,드라이브,없음,없음,없음,없음
7861,53373672,영화관 관람,산책-걷기,기타 취미-오락-휴식,없음,없음
7862,53373725,해외여행,국내 여행,없음,없음,없음
7863,53373754,국내 프로스포츠 영상 시청,없음,없음,없음,없음
7864,53374030,국내 여행,가족-친지 만남,걷기-속보-조깅 직접 하기,줄넘기-맨손체조-스트레칭 직접 하기,독서
7865,53374041,기타 자기계발-자기관리,없음,없음,없음,없음
7866,53374200,생활공예-원예,드라이브,없음,없음,없음
7867,53374406,독서,요리-베이킹,계모임-동창회-사교모임,보드게임-퍼즐-바둑-장기-체스 등,낮잠자기
7868,53374422,SNS -인터넷 커뮤니티 활동,영상 컨텐츠 시청,음악-라디오 감상,만화책 보기,없음
7869,53374467,영상 컨텐츠 시청,음악-라디오 감상,친구-이성친구 만남,게임,요가-필라테스 직접 하기
7870,53374609,산책-걷기,없음,없음,없음,없음
7871,53374651,국내 여행,소풍-피크닉,낮잠자기,축제 참가,테마파크-시설 방문
7872,53374765,음악 공연 관람,국내 프로스포츠 영상 시청,계모임-동창회-사교모임,음악-라디오 감상,해외 프로스포츠 영상 시청
7873,53374801,낮잠자기,산책-걷기,없음,없음,없음
7874,53374804,가족-친지 만남,골프 직접 하기,골프 영상 시청,드라이브,SNS -인터넷 커뮤니티 활동
7875,53374831,등산 직접 하기,산책-걷기,종교활동,영화관 관람,국내 여행
7876,53374937,국내 프로스포츠 현장 관람,소풍-피크닉,없음,없음,없음
7877,53375023,온천-사우나-찜질방,등산 직접 하기,골프 직접 하기,해외여행,산책-걷기
7878,53375131,걷기-속보-조깅 직접 하기,국내 여행,등산 직접 하기,낚시,산책-걷기
7879,53375189,독서,낮잠자기,가족-친지 만남,음악-라디오 감상,쇼핑
7880,53375322,수다-잡담하기,가족-친지 만남,쇼핑,국내 여행,박물관 관람
7881,53375464,기타 자기계발-자기관리,독서,드라이브,해외 프로스포츠 영상 시청,없음
7882,53375523,음악 공연 관람,종교활동,맛집-카페 탐방,사회봉사활동,영상 컨텐츠 시청
7883,53375616,쇼핑,산책-걷기,친구-이성친구 만남,게임,종교활동
7884,53375619,어학-기술-자격증 취득,등산 직접 하기,독서,볼링_ 당구-포켓볼 직접 하기,걷기-속보-조깅 직접 하기
7885,53375727,게임,영화관 관람,낮잠자기,종교활동,없음
7886,53376011,영상 컨텐츠 시청,어학-기술-자격증 취득,국내 여행,드라이브,반려동물 돌보기
7887,53376132,수다-잡담하기,가족-친지 만남,게임,없음,없음
7888,53376640,캠핑-차박,라켓스포츠 직접 하기,사진 직접 활동 및 수강하기,국내 여행,해외여행
7889,53376682,수다-잡담하기,걷기-속보-조깅 직접 하기,국내 프로스포츠 영상 시청,사진 직접 활동 및 수강하기,종교활동
7890,53376749,드라이브,없음,없음,없음,없음
7891,53376963,라켓스포츠 직접 하기,드라이브,자전거-싸이클-산악자전거 직접 타기,산책-걷기,국내 여행
7892,53377110,걷기-속보-조깅 직접 하기,산책-걷기,해외여행,없음,없음
7893,53377132,낮잠자기,기타 스포츠 영상-현장 관람,문학 행사 관람,없음,없음
7894,283324,친구-이성친구 만남,헬스-보디빌딩 직접 하기,어학-기술-자격증 취득,걷기-속보-조깅 직접 하기,쇼핑
7895,350393,게임,없음,없음,없음,없음
7896,380583,어학-기술-자격증 취득,없음,없음,없음,없음
7897,382762,헬스-보디빌딩 직접 하기,영상 컨텐츠 제작,볼링_ 당구-포켓볼 직접 하기,자전거-싸이클-산악자전거 직접 타기,게임
7898,391206,걷기-속보-조깅 직접 하기,영상 컨텐츠 시청,낮잠자기,신문-잡지보기,산책-걷기
7899,391256,드라이브,SNS -인터넷 커뮤니티 활동,없음,없음,없음
7900,411025,게임,영상 컨텐츠 시청,낮잠자기,e스포츠 영상 시청,음악-라디오 감상
7901,412829,영화관 관람,게임,헬스-보디빌딩 직접 하기,영상 컨텐츠 시청,만화책 보기
7902,414333,해외여행,없음,없음,없음,없음
7903,422095,종교활동,국내 여행,없음,없음,없음
7904,422149,맛집-카페 탐방,음주-유흥,게임,친구-이성친구 만남,쇼핑
7905,424037,e스포츠 영상 시청,수다-잡담하기,어학-기술-자격증 취득,없음,없음
7906,424109,음악 직접 활동 및 수강하기,없음,없음,없음,없음
7907,444321,e스포츠 영상 시청,SNS -인터넷 커뮤니티 활동,게임,기타 스포츠 영상-현장 관람,만화책 보기
7908,446484,문학 직접 활동 및 수강하기,생활공예-원예,없음,없음,없음
7909,451958,만화책 보기,수집,전통예술 직접 활동 및 수강하기,온천-사우나-찜질방,줄넘기-맨손체조-스트레칭 직접 하기
7910,457091,음악 공연 관람,음악-라디오 감상,영상 컨텐츠 시청,e스포츠 영상 시청,수집
7911,458390,영상 컨텐츠 시청,음악-라디오 감상,산책-걷기,걷기-속보-조깅 직접 하기,수다-잡담하기
7912,458406,게임,없음,없음,없음,없음
7913,461700,어학-기술-자격증 취득,온천-사우나-찜질방,가족-친지 만남,없음,없음
7914,463260,산책-걷기,어학-기술-자격증 취득,게임,걷기-속보-조깅 직접 하기,국내 여행
7915,463575,헬스-보디빌딩 직접 하기,맛집-카페 탐방,낮잠자기,없음,없음
7916,463602,SNS -인터넷 커뮤니티 활동,게임,헬스-보디빌딩 직접 하기,산책-걷기,만화책 보기
7917,463956,음악-라디오 감상,게임,영상 컨텐츠 시청,없음,없음
7918,464956,기타 스포츠 영상-현장 관람,없음,없음,없음,없음
7919,465052,전통예술 직접 활동 및 수강하기,익스트림스포츠 직접하기,없음,없음,없음
7920,53322238,국내 프로스포츠 영상 시청,격투 스포츠 영상 시청,헬스-보디빌딩 직접 하기,반려동물 돌보기,영화관 관람
7921,53322304,걷기-속보-조깅 직접 하기,계모임-동창회-사교모임,축제 참가,없음,없음
7922,53322326,영상 컨텐츠 시청,수영 직접 하기,게임,없음,없음
7923,53322432,걷기-속보-조깅 직접 하기,쇼핑,어학-기술-자격증 취득,산책-걷기,계모임-동창회-사교모임
7924,53322437,가족-친지 만남,해외여행,헬스-보디빌딩 직접 하기,산책-걷기,드라이브
7925,53322454,요가-필라테스 직접 하기,영상 컨텐츠 시청,낮잠자기,산책-걷기,없음
7926,53322502,SNS -인터넷 커뮤니티 활동,신문-잡지보기,국내 여행,없음,없음
7927,53322573,SNS -인터넷 커뮤니티 활동,영화관 관람,음악-라디오 감상,쇼핑,미술관-전시관 관람
7928,53322633,낮잠자기,계모임-동창회-사교모임,온천-사우나-찜질방,가족-친지 만남,없음
7929,53323016,댄스스포츠 직접 하기,없음,없음,없음,없음
7930,53323067,신문-잡지보기,SNS -인터넷 커뮤니티 활동,국내 프로스포츠 영상 시청,수영 직접 하기,산책-걷기
7931,53323104,산책-걷기,줄넘기-맨손체조-스트레칭 직접 하기,독서,요리-베이킹,국내 여행
7932,53323106,신문-잡지보기,라켓스포츠 직접 하기,해외여행,춤-무용 직접 활동 및 수강하기,걷기-속보-조깅 직접 하기
7933,53323256,자전거-싸이클-산악자전거 직접 타기,요리-베이킹,볼링_ 당구-포켓볼 직접 하기,없음,없음
7934,53323471,국내 프로스포츠 영상 시청,SNS -인터넷 커뮤니티 활동,만화책 보기,영상 컨텐츠 시청,음주-유흥
7935,53323577,요가-필라테스 직접 하기,낮잠자기,종교활동,음악 직접 활동 및 수강하기,국내 프로스포츠 영상 시청
7936,53323774,종교활동,요리-베이킹,기타 자기계발-자기관리,신문-잡지보기,음악 공연 관람
7937,53323775,영상 컨텐츠 시청,수다-잡담하기,SNS -인터넷 커뮤니티 활동,만화책 보기,걷기-속보-조깅 직접 하기
7938,53323788,영상 컨텐츠 시청,게임,수집,낮잠자기,영화관 관람
7939,53324033,요리-베이킹,없음,없음,없음,없음
7940,53324156,종교활동,사회봉사활동,수다-잡담하기,전통예술 직접 활동 및 수강하기,줄넘기-맨손체조-스트레칭 직접 하기
7941,53324205,걷기-속보-조깅 직접 하기,종교활동,가족-친지 만남,전통예술 직접 활동 및 수강하기,없음
7942,53324323,자전거-싸이클-산악자전거 직접 타기,없음,없음,없음,없음
7943,53324431,친구-이성친구 만남,맛집-카페 탐방,드라이브,영상 컨텐츠 시청,산책-걷기
7944,53324526,요가-필라테스 직접 하기,음악-라디오 감상,영화관 관람,독서,산책-걷기
7945,53324543,친구-이성친구 만남,등산 직접 하기,국내 여행,영화관 관람,독서
7946,53324681,가족-친지 만남,골프 직접 하기,낮잠자기,산책-걷기,독서
7947,53325419,영화관 관람,어학-기술-자격증 취득,친구-이성친구 만남,기타 관광-여행,SNS -인터넷 커뮤니티 활동
7948,53325506,음악-라디오 감상,영화관 관람,산책-걷기,종교활동,기타 자기계발-자기관리
7949,53325676,친구-이성친구 만남,국내 여행,산책-걷기,맛집-카페 탐방,요리-베이킹
7950,53325856,음주-유흥,해외 프로스포츠 영상 시청,기타 스포츠 영상-현장 관람,걷기-속보-조깅 직접 하기,독서
7951,53325893,국내 여행,헬스-보디빌딩 직접 하기,해외여행,없음,없음
7952,53325915,영상 컨텐츠 시청,국내 여행,산책-걷기,친구-이성친구 만남,쇼핑
7953,53325989,만화책 보기,음악-라디오 감상,가족-친지 만남,친구-이성친구 만남,독서
7954,53326009,기타 스포츠 영상-현장 관람,어학-기술-자격증 취득,걷기-속보-조깅 직접 하기,인테리어,골프 영상 시청
7955,53326188,기타 자기계발-자기관리,산책-걷기,음악-라디오 감상,맛집-카페 탐방,독서
7956,53326199,산책-걷기,쇼핑,캠핑-차박,계모임-동창회-사교모임,국내 여행
7957,53326204,영상 컨텐츠 제작,기타 자기계발-자기관리,쇼핑,갬블,게임
7958,53326221,만화책 보기,국내 여행,낮잠자기,볼링_ 당구-포켓볼 직접 하기,게임
7959,53326427,국내 여행,영상 컨텐츠 시청,소풍-피크닉,없음,없음
7960,53326508,등산 직접 하기,골프 영상 시청,골프 직접 하기,사회봉사활동,걷기-속보-조깅 직접 하기
7961,53326599,영화관 관람,등산 직접 하기,걷기-속보-조깅 직접 하기,맛집-카페 탐방,없음
7962,53327055,어학-기술-자격증 취득,영상 컨텐츠 시청,계모임-동창회-사교모임,없음,없음
7963,53327091,e스포츠 현장 관람,없음,없음,없음,없음
7964,53327286,영상 컨텐츠 시청,요리-베이킹,없음,없음,없음
7965,53327328,골프 직접 하기,걷기-속보-조깅 직접 하기,친구-이성친구 만남,종교활동,박물관 관람
7966,53327396,게임,국내 프로스포츠 영상 시청,산책-걷기,없음,없음
7967,53327620,낮잠자기,맛집-카페 탐방,캠핑-차박,국내 여행,음악-라디오 감상
7968,53327629,국내 프로스포츠 영상 시청,드라이브,친구-이성친구 만남,가족-친지 만남,없음
7969,53327761,영화관 관람,산책-걷기,맛집-카페 탐방,친구-이성친구 만남,국내 여행
7970,53327853,해외 프로스포츠 영상 시청,종교활동,영상 컨텐츠 시청,국내 프로스포츠 영상 시청,독서
7971,53327863,낮잠자기,드라이브,맛집-카페 탐방,영상 컨텐츠 시청,없음
7972,53328060,등산 직접 하기,낮잠자기,없음,없음,없음
7973,53328071,영상 컨텐츠 시청,음악-라디오 감상,만화책 보기,독서,산책-걷기
7974,53328086,영상 컨텐츠 시청,음악-라디오 감상,친구-이성친구 만남,수다-잡담하기,보드게임-퍼즐-바둑-장기-체스 등
7975,53328227,산책-걷기,수다-잡담하기,온천-사우나-찜질방,친구-이성친구 만남,낮잠자기
7976,53328247,걷기-속보-조깅 직접 하기,테마파크-시설 방문,해외 프로스포츠 영상 시청,맛집-카페 탐방,자전거-싸이클-산악자전거 직접 타기
7977,53328334,친구-이성친구 만남,없음,없음,없음,없음
7978,53328511,낚시,산책-걷기,자전거-싸이클-산악자전거 직접 타기,쇼핑,음악-라디오 감상
7979,53328619,반려동물 돌보기,등산 직접 하기,걷기-속보-조깅 직접 하기,요리-베이킹,국내 여행
7980,53328846,미술 직접 활동 및 수강하기,없음,없음,없음,없음
7981,53329199,영상 컨텐츠 시청,만화책 보기,게임,없음,없음
7982,53329228,드라이브,국내 여행,소풍-피크닉,걷기-속보-조깅 직접 하기,산책-걷기
7983,53329346,맛집-카페 탐방,계모임-동창회-사교모임,보드게임-퍼즐-바둑-장기-체스 등,가족-친지 만남,국내 여행
7984,53329559,반려동물 돌보기,걷기-속보-조깅 직접 하기,등산 직접 하기,산책-걷기,독서
7985,53329765,음악 공연 관람,산책-걷기,영화관 관람,국내 프로스포츠 영상 시청,격투 스포츠 영상 시청
7986,53329786,요가-필라테스 직접 하기,헬스-보디빌딩 직접 하기,국내 여행,해외여행,산책-걷기
7987,53329824,골프 직접 하기,미술관-전시관 관람,없음,없음,없음
7988,53329955,영화관 관람,친구-이성친구 만남,종교활동,국내 여행,요리-베이킹
7989,53330021,영상 컨텐츠 시청,쇼핑,맛집-카페 탐방,없음,없음
7990,53330035,독서,어학-기술-자격증 취득,없음,없음,없음
7991,53330057,SNS -인터넷 커뮤니티 활동,영화관 관람,없음,없음,없음
7992,53330060,헬스-보디빌딩 직접 하기,없음,없음,없음,없음
7993,53330173,국내 여행,없음,없음,없음,없음
7994,53330343,겨울레저스포츠 직접 하기,없음,없음,없음,없음
7995,53330504,기타 취미-오락-휴식,쇼핑,수다-잡담하기,계모임-동창회-사교모임,게임
7996,53330627,국내 프로스포츠 영상 시청,국내 프로스포츠 현장 관람,없음,없음,없음
7997,53330794,독서,영상 컨텐츠 제작,수다-잡담하기,문학 직접 활동 및 수강하기,산책-걷기
7998,53330940,음악 공연 관람,걷기-속보-조깅 직접 하기,친구-이성친구 만남,드라이브,국내 여행
7999,53331002,수다-잡담하기,친구-이성친구 만남,가족-친지 만남,영화관 관람,없음
8000,53331071,어학-기술-자격증 취득,영화관 관람,사회봉사활동,캠핑-차박,산책-걷기
8001,53331154,쇼핑,요가-필라테스 직접 하기,요리-베이킹,어학-기술-자격증 취득,음악-라디오 감상
8002,53331304,영화관 관람,국내 여행,낚시,국내 프로스포츠 영상 시청,드라이브
8003,53331517,국내 프로스포츠 영상 시청,해외 프로스포츠 영상 시청,맛집-카페 탐방,친구-이성친구 만남,골프 영상 시청
8004,53331539,국내 여행,국내 프로스포츠 영상 시청,산책-걷기,기타 관광-여행,테마파크-시설 방문
8005,53331634,드라이브,없음,없음,없음,없음
8006,53331644,영상 컨텐츠 시청,국내 프로스포츠 영상 시청,게임,없음,없음
8007,53331660,드라이브,게임,영상 컨텐츠 시청,산책-걷기,음주-유흥
8008,53331704,종교활동,미술 직접 활동 및 수강하기,친구-이성친구 만남,없음,없음
8009,53331783,국내 여행,없음,없음,없음,없음
8010,53331831,영화관 관람,국내 여행,산책-걷기,해외여행,미술관-전시관 관람
8011,53331871,종교활동,기타 자기계발-자기관리,계모임-동창회-사교모임,없음,없음
8012,53332284,국내 프로스포츠 현장 관람,걷기-속보-조깅 직접 하기,쇼핑,산책-걷기,없음
8013,53332382,게임,SNS -인터넷 커뮤니티 활동,영상 컨텐츠 시청,수다-잡담하기,친구-이성친구 만남
8014,53332515,골프 직접 하기,인테리어,어학-기술-자격증 취득,가족-친지 만남,기타 자기계발-자기관리
8015,53332541,사회봉사활동,걷기-속보-조깅 직접 하기,캠핑-차박,반려동물 돌보기,산책-걷기
8016,53332651,낚시,없음,없음,없음,없음
8017,53332741,국내 프로스포츠 영상 시청,영상 컨텐츠 시청,없음,없음,없음
8018,53333100,산책-걷기,쇼핑,음악-라디오 감상,음주-유흥,친구-이성친구 만남
8019,53333109,영화관 관람,게임,영상 컨텐츠 시청,만화책 보기,낮잠자기
8020,53333170,종교활동,골프 영상 시청,계모임-동창회-사교모임,가족-친지 만남,골프 직접 하기
8021,53333316,계모임-동창회-사교모임,영상 컨텐츠 시청,음악-라디오 감상,음악 직접 활동 및 수강하기,미술 직접 활동 및 수강하기
8022,53333413,자전거-싸이클-산악자전거 직접 타기,낮잠자기,게임,요리-베이킹,없음
8023,53333417,걷기-속보-조깅 직접 하기,반려동물 돌보기,독서,가족-친지 만남,등산 직접 하기
8024,53333715,게임,만화책 보기,등산 직접 하기,신문-잡지보기,낮잠자기
8025,53333798,드라이브,가족-친지 만남,사진 촬영,산책-걷기,요리-베이킹
8026,53333851,영상 컨텐츠 시청,친구-이성친구 만남,가족-친지 만남,산책-걷기,요리-베이킹
8027,53333897,박물관 관람,없음,없음,없음,없음
8028,53333940,등산 직접 하기,없음,없음,없음,없음
8029,53334117,게임,쇼핑,산책-걷기,음악-라디오 감상,국내 프로스포츠 영상 시청
8030,53334122,음악-라디오 감상,음악 공연 관람,맛집-카페 탐방,산책-걷기,친구-이성친구 만남
8031,53334166,걷기-속보-조깅 직접 하기,드라이브,친구-이성친구 만남,기타 자기계발-자기관리,수다-잡담하기
8032,53334239,기타 자기계발-자기관리,영상 컨텐츠 시청,만화책 보기,없음,없음
8033,53334344,수영 직접 하기,종교활동,없음,없음,없음
8034,53334363,영상 컨텐츠 시청,반려동물 돌보기,축제 참가,쇼핑,요리-베이킹
8035,53334499,영상 컨텐츠 시청,구기스포츠 직접 하기,음주-유흥,친구-이성친구 만남,산책-걷기
8036,53334579,게임,없음,없음,없음,없음
8037,53334742,친구-이성친구 만남,요리-베이킹,영상 컨텐츠 시청,맛집-카페 탐방,가족-친지 만남
8038,53334767,수영 직접 하기,독서,자전거-싸이클-산악자전거 직접 타기,없음,없음
8039,53334986,사회봉사활동,산책-걷기,종교활동,국내 여행,등산 직접 하기
8040,53335050,계모임-동창회-사교모임,국내 프로스포츠 영상 시청,없음,없음,없음
8041,53335107,음주-유흥,맛집-카페 탐방,쇼핑,독서,가족-친지 만남
8042,53335274,요가-필라테스 직접 하기,요리-베이킹,영상 컨텐츠 시청,생활공예-원예,음악 직접 활동 및 수강하기
8043,53335362,수다-잡담하기,미술 직접 활동 및 수강하기,사회봉사활동,요리-베이킹,독서
8044,53335371,영상 컨텐츠 시청,산책-걷기,게임,종교활동,국내 프로스포츠 영상 시청
8045,53335375,음악 직접 활동 및 수강하기,없음,없음,없음,없음
8046,53335384,영화관 관람,만화책 보기,요가-필라테스 직접 하기,요리-베이킹,낮잠자기
8047,53335392,캠핑-차박,없음,없음,없음,없음
8048,53335417,소풍-피크닉,산책-걷기,없음,없음,없음
8049,53335489,독서,종교활동,음악-라디오 감상,쇼핑,수다-잡담하기
8050,53335502,게임,없음,없음,없음,없음
8051,53335625,산책-걷기,친구-이성친구 만남,등산 직접 하기,음악-라디오 감상,가족-친지 만남
8052,53335699,라켓스포츠 직접 하기,반려동물 돌보기,사회봉사활동,자전거-싸이클-산악자전거 직접 타기,기타 취미-오락-휴식
8053,53335837,영상 컨텐츠 시청,쇼핑,반려동물 돌보기,게임,낮잠자기
8054,53335876,영상 컨텐츠 시청,국내 프로스포츠 영상 시청,국내 여행,캠핑-차박,없음
8055,53335911,영상 컨텐츠 시청,영화관 관람,해외여행,없음,없음
8056,53335918,온천-사우나-찜질방,음악-라디오 감상,생활공예-원예,영화관 관람,쇼핑
8057,53336096,줄넘기-맨손체조-스트레칭 직접 하기,걷기-속보-조깅 직접 하기,기타 취미-오락-휴식,음주-유흥,해외여행
8058,53336139,독서,수다-잡담하기,없음,없음,없음
8059,53336205,맛집-카페 탐방,헬스-보디빌딩 직접 하기,가족-친지 만남,없음,없음
8060,53336495,e스포츠 영상 시청,격투 스포츠 영상 시청,없음,없음,없음
8061,53336527,요가-필라테스 직접 하기,반려동물 돌보기,산책-걷기,없음,없음
8062,53336560,영상 컨텐츠 시청,게임,없음,없음,없음
8063,53336709,영상 컨텐츠 시청,영화관 관람,산책-걷기,수다-잡담하기,온천-사우나-찜질방
8064,53336851,미술 직접 활동 및 수강하기,생활공예-원예,드라이브,계모임-동창회-사교모임,없음
8065,53336915,독서,생활공예-원예,가족-친지 만남,국내 프로스포츠 영상 시청,산책-걷기
8066,53336992,영상 컨텐츠 시청,줄넘기-맨손체조-스트레칭 직접 하기,SNS -인터넷 커뮤니티 활동,음악-라디오 감상,걷기-속보-조깅 직접 하기
8067,53336998,영상 컨텐츠 시청,가족-친지 만남,계모임-동창회-사교모임,기타 취미-오락-휴식,국내 여행
8068,53337187,인테리어,국내 여행,등산 직접 하기,캠핑-차박,가족-친지 만남
8069,53337207,낮잠자기,친구-이성친구 만남,맛집-카페 탐방,산책-걷기,쇼핑
8070,53337587,게임,걷기-속보-조깅 직접 하기,없음,없음,없음
8071,53337599,인테리어,없음,없음,없음,없음
8072,53337668,영상 컨텐츠 시청,산책-걷기,게임,요리-베이킹,SNS -인터넷 커뮤니티 활동
8073,53337681,수다-잡담하기,보드게임-퍼즐-바둑-장기-체스 등,쇼핑,미술관-전시관 관람,해외여행
8074,53337700,낮잠자기,친구-이성친구 만남,게임,가족-친지 만남,쇼핑
8075,53337805,영화관 관람,맛집-카페 탐방,쇼핑,반려동물 돌보기,영상 컨텐츠 시청
8076,53337832,쇼핑,기타 스포츠 영상-현장 관람,친구-이성친구 만남,캠핑-차박,게임
8077,53337855,캠핑-차박,쇼핑,국내 여행,축제 참가,기타 관광-여행
8078,53337871,해외 프로스포츠 영상 시청,없음,없음,없음,없음
8079,53338102,사진 직접 활동 및 수강하기,등산 직접 하기,줄넘기-맨손체조-스트레칭 직접 하기,어학-기술-자격증 취득,해외여행
8080,53338108,낮잠자기,쇼핑,자전거-싸이클-산악자전거 직접 타기,없음,없음
8081,53338234,축제 참가,없음,없음,없음,없음
8082,53338336,걷기-속보-조깅 직접 하기,없음,없음,없음,없음
8083,53338418,영상 컨텐츠 시청,독서,영화관 관람,낮잠자기,산책-걷기
8084,53338876,영화관 관람,낚시,국내 여행,없음,없음
8085,53339240,산책-걷기,국내 여행,계모임-동창회-사교모임,없음,없음
8086,53339478,가족-친지 만남,축제 참가,헬스-보디빌딩 직접 하기,친구-이성친구 만남,산책-걷기
8087,53339494,골프 직접 하기,해외여행,겨울레저스포츠 직접 하기,없음,없음
8088,53339653,국내 여행,없음,없음,없음,없음
8089,53339693,음주-유흥,없음,없음,없음,없음
8090,53339890,게임,드라이브,낮잠자기,영상 컨텐츠 시청,독서
8091,53340215,영화관 관람,국내 프로스포츠 현장 관람,종교활동,SNS -인터넷 커뮤니티 활동,국내 여행
8092,53340327,영상 컨텐츠 시청,수다-잡담하기,헬스-보디빌딩 직접 하기,영화관 관람,독서
8093,53340486,음악-라디오 감상,영상 컨텐츠 시청,없음,없음,없음
8094,53340512,독서,산책-걷기,국내 여행,등산 직접 하기,영상 컨텐츠 시청
8095,53340552,쇼핑,기타 자기계발-자기관리,국내 여행,소풍-피크닉,어학-기술-자격증 취득
8096,53340808,반려동물 돌보기,생활공예-원예,독서,없음,없음
8097,53340839,드라이브,쇼핑,수다-잡담하기,음악-라디오 감상,맛집-카페 탐방
8098,53341071,줄넘기-맨손체조-스트레칭 직접 하기,없음,없음,없음,없음
8099,53341123,국내 여행,영화관 관람,헬스-보디빌딩 직접 하기,음주-유흥,없음
8100,53341173,어학-기술-자격증 취득,없음,없음,없음,없음
8101,53341204,가족-친지 만남,없음,없음,없음,없음
8102,53341339,산책-걷기,맛집-카페 탐방,가족-친지 만남,쇼핑,음악-라디오 감상
8103,53341408,산책-걷기,종교활동,가족-친지 만남,독서,국내 여행
8104,53341525,국내 여행,가족-친지 만남,축제 참가,문학 행사 관람,요리-베이킹
8105,53341590,기타 스포츠-운동 직접하기,기타 취미-오락-휴식,낮잠자기,수다-잡담하기,맛집-카페 탐방
8106,53341597,드라이브,기타 스포츠 영상-현장 관람,국내 여행,헬스-보디빌딩 직접 하기,계모임-동창회-사교모임
8107,53341792,낮잠자기,영상 컨텐츠 시청,SNS -인터넷 커뮤니티 활동,게임,만화책 보기
8108,53341851,쇼핑,등산 직접 하기,없음,없음,없음
8109,53341992,영상 컨텐츠 시청,영화관 관람,없음,없음,없음
8110,53342037,수다-잡담하기,친구-이성친구 만남,국내 여행,SNS -인터넷 커뮤니티 활동,맛집-카페 탐방
8111,53342102,e스포츠 현장 관람,e스포츠 영상 시청,없음,없음,없음
8112,53342147,온천-사우나-찜질방,친구-이성친구 만남,해외여행,없음,없음
8113,53342288,종교활동,걷기-속보-조깅 직접 하기,가족-친지 만남,없음,없음
8114,53342297,헬스-보디빌딩 직접 하기,요가-필라테스 직접 하기,사회봉사활동,맛집-카페 탐방,캠핑-차박
8115,53342630,걷기-속보-조깅 직접 하기,산책-걷기,등산 직접 하기,캠핑-차박,박물관 관람
8116,53342688,라켓스포츠 직접 하기,영상 컨텐츠 시청,맛집-카페 탐방,국내 여행,생활공예-원예
8117,53342752,친구-이성친구 만남,가족-친지 만남,온천-사우나-찜질방,게임,독서
8118,53342812,산책-걷기,영화관 관람,낮잠자기,맛집-카페 탐방,국내 여행
8119,53342999,산책-걷기,영화관 관람,걷기-속보-조깅 직접 하기,없음,없음
8120,53343011,게임,영상 컨텐츠 시청,영화관 관람,없음,없음
8121,53343117,미술관-전시관 관람,어학-기술-자격증 취득,쇼핑,없음,없음
8122,53343235,음악-라디오 감상,요가-필라테스 직접 하기,맛집-카페 탐방,없음,없음
8123,53343253,영상 컨텐츠 시청,음악-라디오 감상,게임,구기스포츠 직접 하기,볼링_ 당구-포켓볼 직접 하기
8124,53343300,쇼핑,산책-걷기,낮잠자기,없음,없음
8125,53343662,수다-잡담하기,없음,없음,없음,없음
8126,53343782,음주-유흥,영상 컨텐츠 시청,맛집-카페 탐방,음악-라디오 감상,기타 취미-오락-휴식
8127,53343806,걷기-속보-조깅 직접 하기,쇼핑,산책-걷기,요리-베이킹,친구-이성친구 만남
8128,53343835,수영 직접 하기,미술관-전시관 관람,영상 컨텐츠 시청,친구-이성친구 만남,수다-잡담하기
8129,53344340,산책-걷기,가족-친지 만남,독서,종교활동,반려동물 돌보기
8130,53344386,만화책 보기,영상 컨텐츠 시청,어학-기술-자격증 취득,없음,없음
8131,53344496,산책-걷기,독서,수다-잡담하기,친구-이성친구 만남,맛집-카페 탐방
8132,53344499,쇼핑,소풍-피크닉,수다-잡담하기,요가-필라테스 직접 하기,낮잠자기
8133,53344521,음악 직접 활동 및 수강하기,없음,없음,없음,없음
