,userId,관심레저활동1순위값,관심레저활동2순위값,관심레저활동3순위값,관심레저활동4순위값,관심레저활동5순위값
19918,53363643,춤-무용 직접 활동 및 수강하기,없음,없음,없음,없음
19919,53363672,영상 컨텐츠 시청,영화관 관람,온천-사우나-찜질방,산책-걷기,격투 스포츠 현장 관람
19920,53363675,산책-걷기,온천-사우나-찜질방,맛집-카페 탐방,쇼핑,기타 자기계발-자기관리
19921,53363692,걷기-속보-조깅 직접 하기,요가-필라테스 직접 하기,맛집-카페 탐방,가족-친지 만남,온천-사우나-찜질방
19922,53363809,산책-걷기,종교활동,캠핑-차박,영화관 관람,국내 프로스포츠 영상 시청
19923,53363826,해외여행,없음,없음,없음,없음
19924,53364053,영상 컨텐츠 시청,낮잠자기,가족-친지 만남,영화관 관람,종교활동
19925,53364122,걷기-속보-조깅 직접 하기,없음,없음,없음,없음
19926,53364149,맛집-카페 탐방,쇼핑,영상 컨텐츠 시청,독서,기타 취미-오락-휴식
19927,53364326,연극-뮤지컬 관람,없음,없음,없음,없음
19928,53364509,낮잠자기,요리-베이킹,독서,친구-이성친구 만남,요가-필라테스 직접 하기
19929,53364517,국내 여행,없음,없음,없음,없음
19930,53364637,산책-걷기,국내 프로스포츠 영상 시청,해외 프로스포츠 영상 시청,기타 스포츠 영상-현장 관람,맛집-카페 탐방
19931,53364673,해외여행,골프 직접 하기,없음,없음,없음
19932,53364708,산책-걷기,자전거-싸이클-산악자전거 직접 타기,쇼핑,등산 직접 하기,걷기-속보-조깅 직접 하기
19933,53364728,독서,등산 직접 하기,없음,없음,없음
19934,53364780,산책-걷기,독서,계모임-동창회-사교모임,영화관 관람,해외여행
19935,53364969,독서,없음,없음,없음,없음
19936,53365054,수영 직접 하기,산책-걷기,캠핑-차박,걷기-속보-조깅 직접 하기,줄넘기-맨손체조-스트레칭 직접 하기
19937,53365123,드라이브,없음,없음,없음,없음
19938,53365649,걷기-속보-조깅 직접 하기,드라이브,수다-잡담하기,요리-베이킹,음악-라디오 감상
19939,53365759,국내 프로스포츠 영상 시청,종교활동,없음,없음,없음
19940,53365936,게임,쇼핑,낮잠자기,맛집-카페 탐방,친구-이성친구 만남
19941,53366078,등산 직접 하기,걷기-속보-조깅 직접 하기,없음,없음,없음
19942,53366224,등산 직접 하기,영화관 관람,계모임-동창회-사교모임,없음,없음
19943,53366256,영상 컨텐츠 시청,수영 직접 하기,산책-걷기,맛집-카페 탐방,없음
19944,53366282,걷기-속보-조깅 직접 하기,없음,없음,없음,없음
19945,53366303,SNS -인터넷 커뮤니티 활동,낮잠자기,쇼핑,없음,없음
19946,53366422,온천-사우나-찜질방,요리-베이킹,독서,수다-잡담하기,게임
19947,53366683,드라이브,없음,없음,없음,없음
19948,53367161,음악 공연 관람,친구-이성친구 만남,수영 직접 하기,독서,수다-잡담하기
19949,53367302,산책-걷기,음악-라디오 감상,신문-잡지보기,쇼핑,기타 취미-오락-휴식
19950,53367500,영상 컨텐츠 시청,영화관 관람,게임,국내 여행,없음
19951,53367780,드라이브,없음,없음,없음,없음
19952,53368124,등산 직접 하기,기타 취미-오락-휴식,걷기-속보-조깅 직접 하기,없음,없음
19953,53368253,쇼핑,독서,영화관 관람,산책-걷기,없음
19954,53368309,미술 직접 활동 및 수강하기,없음,없음,없음,없음
19955,53368581,가족-친지 만남,국내 여행,낮잠자기,영상 컨텐츠 시청,SNS -인터넷 커뮤니티 활동
19956,53368646,SNS -인터넷 커뮤니티 활동,기타 취미-오락-휴식,산책-걷기,요가-필라테스 직접 하기,가족-친지 만남
19957,53368774,걷기-속보-조깅 직접 하기,없음,없음,없음,없음
19958,53368793,낮잠자기,영상 컨텐츠 시청,국내 여행,없음,없음
19959,53369138,친구-이성친구 만남,가족-친지 만남,SNS -인터넷 커뮤니티 활동,헬스-보디빌딩 직접 하기,영화관 관람
19960,53369175,산책-걷기,영상 컨텐츠 시청,SNS -인터넷 커뮤니티 활동,쇼핑,음악-라디오 감상
19961,53369229,영화관 관람,요가-필라테스 직접 하기,가족-친지 만남,캠핑-차박,걷기-속보-조깅 직접 하기
19962,53369588,영상 컨텐츠 시청,어학-기술-자격증 취득,산책-걷기,없음,없음
19963,53369745,친구-이성친구 만남,없음,없음,없음,없음
19964,53369824,기타 취미-오락-휴식,없음,없음,없음,없음
19965,53369895,쇼핑,수다-잡담하기,요가-필라테스 직접 하기,산책-걷기,친구-이성친구 만남
19966,53369971,기타 취미-오락-휴식,국내 프로스포츠 현장 관람,음주-유흥,골프 영상 시청,골프 직접 하기
19967,53370100,미술관-전시관 관람,반려동물 돌보기,걷기-속보-조깅 직접 하기,미술 직접 활동 및 수강하기,없음
19968,53370117,헬스-보디빌딩 직접 하기,산책-걷기,국내 여행,온천-사우나-찜질방,영화관 관람
19969,53370205,낮잠자기,없음,없음,없음,없음
19970,53370240,친구-이성친구 만남,수다-잡담하기,미술관-전시관 관람,없음,없음
19971,53370410,종교활동,골프 직접 하기,국내 여행,없음,없음
19972,53370430,생활공예-원예,없음,없음,없음,없음
19973,53370486,반려동물 돌보기,어학-기술-자격증 취득,수집,게임,라켓스포츠 직접 하기
19974,53370557,맛집-카페 탐방,온천-사우나-찜질방,국내 프로스포츠 영상 시청,친구-이성친구 만남,어학-기술-자격증 취득
19975,53370710,영상 컨텐츠 시청,게임,만화책 보기,쇼핑,수다-잡담하기
19976,53370995,축제 참가,없음,없음,없음,없음
19977,53371019,친구-이성친구 만남,음주-유흥,가족-친지 만남,드라이브,골프 직접 하기
19978,53371133,헬스-보디빌딩 직접 하기,없음,없음,없음,없음
19979,53371380,독서,없음,없음,없음,없음
19980,53371910,등산 직접 하기,영상 컨텐츠 시청,음악 직접 활동 및 수강하기,쇼핑,맛집-카페 탐방
19981,53371948,갬블,게임,낮잠자기,낚시,해외 프로스포츠 영상 시청
19982,53371999,헬스-보디빌딩 직접 하기,줄넘기-맨손체조-스트레칭 직접 하기,낮잠자기,영상 컨텐츠 시청,해외 프로스포츠 영상 시청
19983,53372179,걷기-속보-조깅 직접 하기,맛집-카페 탐방,등산 직접 하기,자전거-싸이클-산악자전거 직접 타기,겨울레저스포츠 직접 하기
19984,53372468,영상 컨텐츠 제작,기타 스포츠-운동 직접하기,기타 취미-오락-휴식,겨울레저스포츠 직접 하기,기타 자기계발-자기관리
19985,53372475,독서,헬스-보디빌딩 직접 하기,음악 직접 활동 및 수강하기,쇼핑,영상 컨텐츠 시청
19986,53372484,만화책 보기,영상 컨텐츠 시청,낮잠자기,요리-베이킹,없음
19987,53372979,해외여행,맛집-카페 탐방,수다-잡담하기,영화관 관람,없음
19988,53373166,반려동물 돌보기,게임,친구-이성친구 만남,요리-베이킹,드라이브
19989,53373944,낮잠자기,반려동물 돌보기,영상 컨텐츠 시청,없음,없음
19990,53374053,걷기-속보-조깅 직접 하기,등산 직접 하기,요가-필라테스 직접 하기,국내 여행,드라이브
19991,53374226,영상 컨텐츠 시청,산책-걷기,쇼핑,친구-이성친구 만남,음주-유흥
19992,53374228,영상 컨텐츠 시청,만화책 보기,낮잠자기,없음,없음
19993,53374339,수다-잡담하기,맛집-카페 탐방,가족-친지 만남,해외여행,걷기-속보-조깅 직접 하기
19994,53374602,헬스-보디빌딩 직접 하기,걷기-속보-조깅 직접 하기,음악-라디오 감상,독서,없음
19995,53374719,줄넘기-맨손체조-스트레칭 직접 하기,영상 컨텐츠 시청,가족-친지 만남,종교활동,드라이브
19996,53374747,음주-유흥,무용 공연 관람,수영 직접 하기,볼링_ 당구-포켓볼 직접 하기,겨울레저스포츠 직접 하기
19997,53374893,수영 직접 하기,낮잠자기,음악-라디오 감상,영상 컨텐츠 시청,게임
19998,53374984,수다-잡담하기,종교활동,수영 직접 하기,독서,국내 여행
19999,53375106,해외 프로스포츠 영상 시청,낚시,종교활동,게임,영상 컨텐츠 시청
20000,53375473,골프 직접 하기,등산 직접 하기,볼링_ 당구-포켓볼 직접 하기,없음,없음
20001,53375494,산책-걷기,낮잠자기,없음,없음,없음
20002,53375573,영상 컨텐츠 시청,헬스-보디빌딩 직접 하기,맛집-카페 탐방,요리-베이킹,산책-걷기
20003,53375755,등산 직접 하기,국내 여행,쇼핑,독서,온천-사우나-찜질방
20004,53375838,걷기-속보-조깅 직접 하기,낮잠자기,구기스포츠 직접 하기,헬스-보디빌딩 직접 하기,없음
20005,53376159,등산 직접 하기,온천-사우나-찜질방,자전거-싸이클-산악자전거 직접 타기,영화관 관람,쇼핑
20006,53376217,음주-유흥,구기스포츠 직접 하기,헬스-보디빌딩 직접 하기,없음,없음
20007,53376303,골프 직접 하기,걷기-속보-조깅 직접 하기,산책-걷기,온천-사우나-찜질방,없음
20008,53376373,만화책 보기,영상 컨텐츠 시청,SNS -인터넷 커뮤니티 활동,국내 프로스포츠 현장 관람,친구-이성친구 만남
20009,53376419,낮잠자기,쇼핑,음주-유흥,독서,음악-라디오 감상
20010,53376511,친구-이성친구 만남,영화관 관람,줄넘기-맨손체조-스트레칭 직접 하기,등산 직접 하기,낮잠자기
20011,53376657,맛집-카페 탐방,온천-사우나-찜질방,국내 여행,게임,가족-친지 만남
20012,53376669,가족-친지 만남,맛집-카페 탐방,줄넘기-맨손체조-스트레칭 직접 하기,축제 참가,종교활동
20013,53376697,SNS -인터넷 커뮤니티 활동,영상 컨텐츠 시청,수다-잡담하기,친구-이성친구 만남,종교활동
20014,53376721,산책-걷기,없음,없음,없음,없음
20015,53376744,문학 직접 활동 및 수강하기,줄넘기-맨손체조-스트레칭 직접 하기,독서,없음,없음
20016,53376950,가족-친지 만남,음악 공연 관람,국내 여행,미용,박물관 관람
20017,53377016,국내 여행,없음,없음,없음,없음
20018,53377142,사회봉사활동,종교활동,가족-친지 만남,친구-이성친구 만남,산책-걷기
20019,53377150,영상 컨텐츠 시청,등산 직접 하기,걷기-속보-조깅 직접 하기,국내 프로스포츠 영상 시청,없음
20020,53377361,가족-친지 만남,종교활동,사회봉사활동,없음,없음
20021,183684,어학-기술-자격증 취득,산책-걷기,구기스포츠 직접 하기,겨울레저스포츠 직접 하기,게임
20022,348489,낮잠자기,영화관 관람,SNS -인터넷 커뮤니티 활동,영상 컨텐츠 시청,수집
20023,361055,게임,영상 컨텐츠 시청,음악 직접 활동 및 수강하기,국내 여행,구기스포츠 직접 하기
20024,370130,기타 스포츠-운동 직접하기,없음,없음,없음,없음
20025,392890,친구-이성친구 만남,없음,없음,없음,없음
20026,420068,SNS -인터넷 커뮤니티 활동,독서,없음,없음,없음
20027,421251,라켓스포츠 직접 하기,없음,없음,없음,없음
20028,421263,영상 컨텐츠 시청,없음,없음,없음,없음
20029,422723,음악-라디오 감상,겨울레저스포츠 직접 하기,쇼핑,없음,없음
20030,426032,어학-기술-자격증 취득,헬스-보디빌딩 직접 하기,국내 여행,보드게임-퍼즐-바둑-장기-체스 등,독서
20031,427787,수다-잡담하기,반려동물 돌보기,친구-이성친구 만남,게임,없음
20032,429940,영상 컨텐츠 시청,없음,없음,없음,없음
20033,433767,영상 컨텐츠 시청,반려동물 돌보기,낮잠자기,친구-이성친구 만남,걷기-속보-조깅 직접 하기
20034,442125,게임,음악-라디오 감상,SNS -인터넷 커뮤니티 활동,산책-걷기,해외 프로스포츠 영상 시청
20035,442741,해외 프로스포츠 영상 시청,보드게임-퍼즐-바둑-장기-체스 등,없음,없음,없음
20036,445057,게임,음악-라디오 감상,영상 컨텐츠 시청,산책-걷기,걷기-속보-조깅 직접 하기
20037,450903,친구-이성친구 만남,게임,영상 컨텐츠 시청,SNS -인터넷 커뮤니티 활동,수다-잡담하기
20038,454896,게임,음악-라디오 감상,영상 컨텐츠 시청,드라이브,낮잠자기
20039,458182,영상 컨텐츠 시청,음악-라디오 감상,쇼핑,친구-이성친구 만남,음주-유흥
20040,459203,e스포츠 영상 시청,헬스-보디빌딩 직접 하기,맛집-카페 탐방,없음,없음
20041,460751,어학-기술-자격증 취득,기타 스포츠-운동 직접하기,SNS -인터넷 커뮤니티 활동,쇼핑,없음
20042,462937,무도-격투기 직접 하기,산책-걷기,게임,없음,없음
20043,463661,기타 취미-오락-휴식,없음,없음,없음,없음
20044,465423,만화책 보기,게임,기타 자기계발-자기관리,헬스-보디빌딩 직접 하기,쇼핑
20045,465745,게임,반려동물 돌보기,어학-기술-자격증 취득,음악-라디오 감상,걷기-속보-조깅 직접 하기
20046,467322,게임,없음,없음,없음,없음
20047,467945,영상 컨텐츠 시청,게임,음악-라디오 감상,낮잠자기,산책-걷기
20048,471305,국내 프로스포츠 현장 관람,없음,없음,없음,없음
20049,473185,반려동물 돌보기,없음,없음,없음,없음
20050,53322197,영상 컨텐츠 시청,영화관 관람,산책-걷기,가족-친지 만남,만화책 보기
20051,53322221,SNS -인터넷 커뮤니티 활동,영상 컨텐츠 시청,수다-잡담하기,게임,친구-이성친구 만남
20052,53322329,가족-친지 만남,친구-이성친구 만남,산책-걷기,미술관-전시관 관람,낮잠자기
20053,53322347,게임,볼링_ 당구-포켓볼 직접 하기,종교활동,친구-이성친구 만남,사진 촬영
20054,53322366,영화관 관람,국내 여행,산책-걷기,없음,없음
20055,53322469,영화관 관람,국내 여행,없음,없음,없음
20056,53322629,가족-친지 만남,걷기-속보-조깅 직접 하기,종교활동,낮잠자기,계모임-동창회-사교모임
20057,53323081,독서,가족-친지 만남,산책-걷기,영상 컨텐츠 시청,종교활동
20058,53323101,쇼핑,음주-유흥,맛집-카페 탐방,종교활동,친구-이성친구 만남
20059,53323140,산책-걷기,음주-유흥,드라이브,친구-이성친구 만남,국내 여행
20060,53323335,요가-필라테스 직접 하기,독서,문학 직접 활동 및 수강하기,영화관 관람,만화책 보기
20061,53323339,영화관 관람,가족-친지 만남,없음,없음,없음
20062,53323361,종교활동,쇼핑,국내 여행,없음,없음
20063,53323478,생활공예-원예,인테리어,요리-베이킹,음악 직접 활동 및 수강하기,독서
20064,53323535,쇼핑,산책-걷기,수다-잡담하기,맛집-카페 탐방,영상 컨텐츠 시청
20065,53324030,영화관 관람,생활공예-원예,사회봉사활동,없음,없음
20066,53324225,걷기-속보-조깅 직접 하기,만화책 보기,미용,헬스-보디빌딩 직접 하기,자전거-싸이클-산악자전거 직접 타기
20067,53324557,반려동물 돌보기,쇼핑,영상 컨텐츠 시청,요리-베이킹,만화책 보기
20068,53324661,영상 컨텐츠 시청,없음,없음,없음,없음
20069,53324687,독서,테마파크-시설 방문,가족-친지 만남,쇼핑,줄넘기-맨손체조-스트레칭 직접 하기
20070,53324700,어학-기술-자격증 취득,종교활동,산책-걷기,가족-친지 만남,맛집-카페 탐방
20071,53324823,e스포츠 영상 시청,없음,없음,없음,없음
20072,53324973,맛집-카페 탐방,없음,없음,없음,없음
20073,53325293,음악-라디오 감상,종교활동,영상 컨텐츠 시청,산책-걷기,낮잠자기
20074,53325789,쇼핑,음주-유흥,국내 여행,해외여행,수영 직접 하기
20075,53326016,종교활동,낮잠자기,해외 프로스포츠 영상 시청,없음,없음
20076,53326018,수다-잡담하기,걷기-속보-조깅 직접 하기,친구-이성친구 만남,국내 여행,가족-친지 만남
20077,53326150,산책-걷기,사진 촬영,없음,없음,없음
20078,53326184,영화관 관람,없음,없음,없음,없음
20079,53326301,등산 직접 하기,어학-기술-자격증 취득,영화관 관람,국내 여행,없음
20080,53326473,영상 컨텐츠 시청,음악-라디오 감상,쇼핑,SNS -인터넷 커뮤니티 활동,걷기-속보-조깅 직접 하기
20081,53326522,수상레저스포츠 직접 하기,없음,없음,없음,없음
20082,53326591,게임,수다-잡담하기,친구-이성친구 만남,낮잠자기,쇼핑
20083,53326663,라켓스포츠 직접 하기,없음,없음,없음,없음
20084,53326684,라켓스포츠 직접 하기,걷기-속보-조깅 직접 하기,만화책 보기,영상 컨텐츠 시청,국내 프로스포츠 영상 시청
20085,53326750,골프 직접 하기,골프 영상 시청,없음,없음,없음
20086,53326825,국내 여행,만화책 보기,쇼핑,영화관 관람,생활공예-원예
20087,53326837,게임,산책-걷기,해외 프로스포츠 영상 시청,국내 프로스포츠 현장 관람,국내 프로스포츠 영상 시청
20088,53326868,기타 자기계발-자기관리,없음,없음,없음,없음
20089,53326922,기타 취미-오락-휴식,없음,없음,없음,없음
20090,53326991,게임,영상 컨텐츠 시청,드라이브,낮잠자기,산책-걷기
20091,53327001,국내 여행,없음,없음,없음,없음
20092,53327091,해외여행,없음,없음,없음,없음
20093,53327233,영상 컨텐츠 제작,맛집-카페 탐방,골프 영상 시청,없음,없음
20094,53327286,산책-걷기,영화관 관람,없음,없음,없음
20095,53327329,음악-라디오 감상,낚시,반려동물 돌보기,볼링_ 당구-포켓볼 직접 하기,산책-걷기
20096,53327355,해외여행,헬스-보디빌딩 직접 하기,영상 컨텐츠 시청,국내 프로스포츠 영상 시청,없음
20097,53327369,요리-베이킹,온천-사우나-찜질방,종교활동,기타 스포츠 영상-현장 관람,음주-유흥
20098,53327406,수영 직접 하기,등산 직접 하기,낮잠자기,계모임-동창회-사교모임,걷기-속보-조깅 직접 하기
20099,53327531,낮잠자기,요리-베이킹,게임,독서,쇼핑
20100,53327643,쇼핑,맛집-카페 탐방,테마파크-시설 방문,요리-베이킹,친구-이성친구 만남
20101,53327652,종교활동,없음,없음,없음,없음
20102,53327805,영상 컨텐츠 시청,낮잠자기,산책-걷기,온천-사우나-찜질방,음악-라디오 감상
20103,53327877,걷기-속보-조깅 직접 하기,게임,없음,없음,없음
20104,53327935,걷기-속보-조깅 직접 하기,줄넘기-맨손체조-스트레칭 직접 하기,산책-걷기,국내 프로스포츠 영상 시청,골프 직접 하기
20105,53327991,음주-유흥,친구-이성친구 만남,SNS -인터넷 커뮤니티 활동,쇼핑,만화책 보기
20106,53328016,게임,자전거-싸이클-산악자전거 직접 타기,음악 공연 관람,낮잠자기,없음
20107,53328286,영상 컨텐츠 시청,산책-걷기,게임,국내 여행,영화관 관람
20108,53328370,낮잠자기,영상 컨텐츠 시청,독서,어학-기술-자격증 취득,수다-잡담하기
20109,53328496,생활공예-원예,골프 직접 하기,없음,없음,없음
20110,53328568,영상 컨텐츠 시청,e스포츠 영상 시청,걷기-속보-조깅 직접 하기,산책-걷기,낮잠자기
20111,53328599,영상 컨텐츠 시청,SNS -인터넷 커뮤니티 활동,만화책 보기,종교활동,낮잠자기
20112,53328745,e스포츠 영상 시청,해외여행,없음,없음,없음
20113,53328787,어학-기술-자격증 취득,요가-필라테스 직접 하기,연극-뮤지컬 관람,없음,없음
20114,53328812,국내 여행,문학 직접 활동 및 수강하기,없음,없음,없음
20115,53328900,등산 직접 하기,라켓스포츠 직접 하기,가족-친지 만남,산책-걷기,어학-기술-자격증 취득
20116,53328902,게임,산책-걷기,친구-이성친구 만남,낮잠자기,라켓스포츠 직접 하기
20117,53328916,드라이브,없음,없음,없음,없음
20118,53328936,헬스-보디빌딩 직접 하기,어학-기술-자격증 취득,요가-필라테스 직접 하기,미술 직접 활동 및 수강하기,맛집-카페 탐방
20119,53328960,친구-이성친구 만남,없음,없음,없음,없음
20120,53329092,영화관 관람,없음,없음,없음,없음
20121,53329137,종교활동,영상 컨텐츠 시청,영화관 관람,없음,없음
20122,53329274,게임,영상 컨텐츠 시청,맛집-카페 탐방,수다-잡담하기,음악-라디오 감상
20123,53329369,독서,맛집-카페 탐방,걷기-속보-조깅 직접 하기,요리-베이킹,온천-사우나-찜질방
20124,53329431,국내 여행,맛집-카페 탐방,등산 직접 하기,없음,없음
20125,53329488,영화관 관람,쇼핑,걷기-속보-조깅 직접 하기,친구-이성친구 만남,사회봉사활동
20126,53329751,친구-이성친구 만남,계모임-동창회-사교모임,맛집-카페 탐방,볼링_ 당구-포켓볼 직접 하기,드라이브
20127,53329809,기타 관광-여행,종교활동,기타 자기계발-자기관리,없음,없음
20128,53329853,헬스-보디빌딩 직접 하기,만화책 보기,게임,걷기-속보-조깅 직접 하기,영상 컨텐츠 시청
20129,53329870,SNS -인터넷 커뮤니티 활동,만화책 보기,친구-이성친구 만남,종교활동,게임
20130,53329888,걷기-속보-조깅 직접 하기,등산 직접 하기,쇼핑,게임,국내 프로스포츠 영상 시청
20131,53329979,산책-걷기,게임,쇼핑,영화관 관람,영상 컨텐츠 시청
20132,53330035,어학-기술-자격증 취득,없음,없음,없음,없음
20133,53330565,헬스-보디빌딩 직접 하기,사진 촬영,SNS -인터넷 커뮤니티 활동,맛집-카페 탐방,소풍-피크닉
20134,53330576,드라이브,독서,만화책 보기,없음,없음
20135,53330618,가족-친지 만남,독서,낮잠자기,산책-걷기,영화관 관람
20136,53330670,댄스스포츠 직접 하기,요가-필라테스 직접 하기,연극-뮤지컬 관람,걷기-속보-조깅 직접 하기,헬스-보디빌딩 직접 하기
20137,53330711,갬블,겨울레저스포츠 직접 하기,음악 직접 활동 및 수강하기,무용 공연 관람,미용
20138,53330736,영화관 관람,영상 컨텐츠 시청,없음,없음,없음
20139,53331040,SNS -인터넷 커뮤니티 활동,영상 컨텐츠 시청,음악-라디오 감상,쇼핑,수다-잡담하기
20140,53331073,요가-필라테스 직접 하기,없음,없음,없음,없음
20141,53331149,수영 직접 하기,만화책 보기,없음,없음,없음
20142,53331356,해외 프로스포츠 영상 시청,국내 프로스포츠 영상 시청,구기스포츠 직접 하기,e스포츠 영상 시청,영상 컨텐츠 시청
20143,53331390,가족-친지 만남,SNS -인터넷 커뮤니티 활동,없음,없음,없음
20144,53331447,헬스-보디빌딩 직접 하기,영상 컨텐츠 시청,독서,산책-걷기,국내 프로스포츠 영상 시청
20145,53331752,인테리어,없음,없음,없음,없음
20146,53331954,요가-필라테스 직접 하기,걷기-속보-조깅 직접 하기,등산 직접 하기,영상 컨텐츠 시청,낮잠자기
20147,53332023,산책-걷기,맛집-카페 탐방,국내 여행,축제 참가,걷기-속보-조깅 직접 하기
20148,53332051,걷기-속보-조깅 직접 하기,영상 컨텐츠 시청,국내 프로스포츠 영상 시청,가족-친지 만남,종교활동
20149,53332119,산책-걷기,반려동물 돌보기,영상 컨텐츠 시청,음악-라디오 감상,걷기-속보-조깅 직접 하기
20150,53332179,종교활동,영상 컨텐츠 시청,국내 여행,없음,없음
20151,53332187,등산 직접 하기,해외 프로스포츠 영상 시청,헬스-보디빌딩 직접 하기,쇼핑,종교활동
20152,53332240,영상 컨텐츠 시청,어학-기술-자격증 취득,SNS -인터넷 커뮤니티 활동,산책-걷기,가족-친지 만남
20153,53332273,종교활동,수다-잡담하기,산책-걷기,걷기-속보-조깅 직접 하기,등산 직접 하기
20154,53332528,쇼핑,영상 컨텐츠 시청,줄넘기-맨손체조-스트레칭 직접 하기,독서,만화책 보기
20155,53332537,독서,요가-필라테스 직접 하기,산책-걷기,없음,없음
20156,53332714,걷기-속보-조깅 직접 하기,요리-베이킹,영화관 관람,독서,등산 직접 하기
20157,53332736,SNS -인터넷 커뮤니티 활동,없음,없음,없음,없음
20158,53332834,쇼핑,사진 촬영,산책-걷기,수다-잡담하기,반려동물 돌보기
20159,53333150,걷기-속보-조깅 직접 하기,드라이브,온천-사우나-찜질방,등산 직접 하기,국내 여행
20160,53333234,사진 촬영,사진 직접 활동 및 수강하기,걷기-속보-조깅 직접 하기,골프 직접 하기,미술관-전시관 관람
20161,53333362,낚시,없음,없음,없음,없음
20162,53333464,등산 직접 하기,독서,낮잠자기,음악-라디오 감상,종교활동
20163,53333746,익스트림스포츠 직접하기,미술관-전시관 관람,없음,없음,없음
20164,53333832,미용,어학-기술-자격증 취득,없음,없음,없음
20165,53333851,요가-필라테스 직접 하기,영상 컨텐츠 시청,종교활동,인테리어,SNS -인터넷 커뮤니티 활동
20166,53333909,드라이브,맛집-카페 탐방,영화관 관람,종교활동,걷기-속보-조깅 직접 하기
20167,53334042,소풍-피크닉,없음,없음,없음,없음
20168,53334071,미용,없음,없음,없음,없음
20169,53334158,SNS -인터넷 커뮤니티 활동,영상 컨텐츠 시청,음악-라디오 감상,쇼핑,요리-베이킹
20170,53334338,영상 컨텐츠 시청,음악-라디오 감상,쇼핑,없음,없음
20171,53334640,게임,낮잠자기,테마파크-시설 방문,골프 직접 하기,구기스포츠 직접 하기
20172,53334911,e스포츠 영상 시청,게임,쇼핑,요리-베이킹,미용
20173,53334992,수다-잡담하기,영상 컨텐츠 시청,만화책 보기,국내 여행,쇼핑
20174,53335223,등산 직접 하기,산책-걷기,국내 여행,낮잠자기,볼링_ 당구-포켓볼 직접 하기
20175,53335261,테마파크-시설 방문,문학 직접 활동 및 수강하기,종교활동,없음,없음
20176,53335389,반려동물 돌보기,영상 컨텐츠 시청,쇼핑,친구-이성친구 만남,없음
20177,53335576,친구-이성친구 만남,게임,e스포츠 영상 시청,어학-기술-자격증 취득,없음
20178,53335586,수영 직접 하기,국내 여행,친구-이성친구 만남,없음,없음
20179,53335626,어학-기술-자격증 취득,없음,없음,없음,없음
20180,53335779,게임,없음,없음,없음,없음
20181,53335797,가족-친지 만남,음악-라디오 감상,독서,없음,없음
20182,53335866,낮잠자기,쇼핑,가족-친지 만남,수다-잡담하기,줄넘기-맨손체조-스트레칭 직접 하기
20183,53335881,요리-베이킹,영상 컨텐츠 시청,테마파크-시설 방문,온천-사우나-찜질방,맛집-카페 탐방
20184,53335887,영상 컨텐츠 시청,낮잠자기,쇼핑,없음,없음
20185,53335970,볼링_ 당구-포켓볼 직접 하기,게임,걷기-속보-조깅 직접 하기,해외여행,등산 직접 하기
20186,53336248,등산 직접 하기,없음,없음,없음,없음
20187,53336497,영상 컨텐츠 시청,음악-라디오 감상,낮잠자기,없음,없음
20188,53336815,국내 여행,산책-걷기,온천-사우나-찜질방,쇼핑,영화관 관람
20189,53336912,국내 여행,요가-필라테스 직접 하기,없음,없음,없음
20190,53337023,쇼핑,국내 프로스포츠 영상 시청,볼링_ 당구-포켓볼 직접 하기,맛집-카페 탐방,기타 스포츠 영상-현장 관람
20191,53337025,구기스포츠 직접 하기,줄넘기-맨손체조-스트레칭 직접 하기,골프 직접 하기,국내 프로스포츠 영상 시청,산책-걷기
20192,53337039,쇼핑,수영 직접 하기,게임,낮잠자기,음악-라디오 감상
20193,53337042,반려동물 돌보기,미용,수다-잡담하기,생활공예-원예,쇼핑
20194,53337236,영상 컨텐츠 시청,자전거-싸이클-산악자전거 직접 타기,게임,낮잠자기,음악-라디오 감상
20195,53337328,종교활동,가족-친지 만남,수다-잡담하기,없음,없음
20196,53337429,쇼핑,산책-걷기,국내 프로스포츠 영상 시청,게임,종교활동
20197,53337469,맛집-카페 탐방,없음,없음,없음,없음
20198,53337521,테마파크-시설 방문,가족-친지 만남,골프 직접 하기,국내 여행,골프 영상 시청
20199,53337576,음주-유흥,음악-라디오 감상,기타 자기계발-자기관리,맛집-카페 탐방,영상 컨텐츠 시청
20200,53337750,사회봉사활동,없음,없음,없음,없음
20201,53337879,종교활동,헬스-보디빌딩 직접 하기,가족-친지 만남,없음,없음
20202,53337889,종교활동,산책-걷기,걷기-속보-조깅 직접 하기,등산 직접 하기,가족-친지 만남
20203,53337944,영상 컨텐츠 시청,없음,없음,없음,없음
20204,53338023,SNS -인터넷 커뮤니티 활동,국내 여행,춤-무용 직접 활동 및 수강하기,수다-잡담하기,게임
20205,53338314,산책-걷기,골프 직접 하기,계모임-동창회-사교모임,수다-잡담하기,걷기-속보-조깅 직접 하기
20206,53338491,생활공예-원예,없음,없음,없음,없음
20207,53338529,자전거-싸이클-산악자전거 직접 타기,캠핑-차박,등산 직접 하기,계모임-동창회-사교모임,없음
20208,53338682,산책-걷기,국내 프로스포츠 영상 시청,종교활동,기타 관광-여행,계모임-동창회-사교모임
20209,53338734,영상 컨텐츠 시청,게임,음악-라디오 감상,음주-유흥,없음
20210,53338736,줄넘기-맨손체조-스트레칭 직접 하기,걷기-속보-조깅 직접 하기,없음,없음,없음
20211,53338872,산책-걷기,만화책 보기,맛집-카페 탐방,없음,없음
